action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,1,,#O The lady F mixes the cards on the table.,Core manual task involving high hand activity.,r001,Playing Instrument,Gold,,2230.263060954663,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#O The lady F adjusts her glasses.,"Low body/hand motion, likely just a small adjustment.",r001,Playing Instrument,Gold,,2243.963910954664,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Search,1,Stationary,#O The man E checks through his cards.,"Head and hand movement involved in checking cards, indicating a search action.",r001,Playing Instrument,Bad,,2335.767860954664,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Object Transfer,1,,#O The lady I places her cards on the table.,"Logistics step of placing cards, involves short bursts of hand activity.",r001,Playing Instrument,Gold,,2358.719600954664,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#O The lady I touches the card.,"Low body/hand motion, likely involves minimal physical movement.",r001,Playing Instrument,Gold,,2382.000970954663,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Search,1,Stationary,#C C checks a card on the table.,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Bad,,2384.389230954663,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#O The man G touches the card on the table.,"The action described seems to involve a static interaction with an object, likely with minimal body or hand movement.",r001,Playing Instrument,Gold,,2388.463970954663,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#O The man E touches the card on the table.,"The action described involves a static interaction, likely with minimal body or hand movement.",r001,Playing Instrument,Gold,,2391.321970954664,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Object Transfer,1,,#O the man D drops the red paper on the card on the table.,Refined via regex fallback,r001,Playing Instrument,Gold,,2407.7895809546635,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Object Transfer,1,,#C C lifts her cards from the table.,"Action involves picking up objects (cards), which is a logistics step.",r001,Playing Instrument,Gold,,2429.8864309546634,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#O The man D raises his hand.,The action described is a static movement (raising hand) which does not involve continuous motion or high energy activity.,r001,Playing Instrument,Gold,,2437.9679709546635,cc6e1b2b-daad-4dd5-8353-9fbaccde34c0
Stationary,1,,#C C places his left hand on the wooden frame on the table.,"The action involves placing a hand on an object, indicating a pause and low energy state.",r001,Carpentry,Gold,,150.08878,cd782861-d8d9-4eae-b642-bb4521b19e3d
Stationary,1,,#C C removes his left hand from the wooden frame on the table.,"The action describes a removal of a hand, which is a low-energy, static movement.",r001,Carpentry,Gold,,172.07468,cd782861-d8d9-4eae-b642-bb4521b19e3d
Stationary,1,,#C C places his left hand on a porch ornament.,The action describes a static gesture with minimal motion.,r001,Mechanical Repair,Gold,,16.01344,cd8282c8-528e-4da8-97d2-2987ca818ff0
Stationary,1,,#C C places his left hand on the wood frame.,"The action involves placing a hand without significant movement, indicating a low energy state.",r001,Mechanical Repair,Gold,,52.58868,cd8282c8-528e-4da8-97d2-2987ca818ff0
Essential Operation,1,,#C C brushes along the wood frame with the paintbrush in his right hand.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,63.94101,cd8282c8-528e-4da8-97d2-2987ca818ff0
Search,1,Essential Operation,#C C moves his left hand along the wood frame.,Implies a visual or tactile search along the frame.,r001,Mechanical Repair,Bad,,140.57773,cd8282c8-528e-4da8-97d2-2987ca818ff0
Stationary,1,,#C C places his left hand on the floor.,The action describes a stable position with minimal motion.,r001,Mechanical Repair,Gold,,257.25006,cd8282c8-528e-4da8-97d2-2987ca818ff0
Stationary,1,,#C C holds the paintbrush with both hands.,Holding the paintbrush implies low body and hand motion.,r001,Mechanical Repair,Gold,,266.76577,cd8282c8-528e-4da8-97d2-2987ca818ff0
Object Transfer,1,,#C C puts #unsure on the floor,"Action involves placing an object, indicating logistics or setup.",r001,Mechanical Repair,Gold,,247.9904086,cf1a858f-f91e-4357-a2c6-5e90b060a2a0
Object Transfer,1,Essential Operation,#C C returns the bucket in the box,Logistics/Setup step involving placing an object in a location.,r001,Mechanical Repair,Bad,,298.6943718861328,cf1a858f-f91e-4357-a2c6-5e90b060a2a0
Object Transfer,1,,#C C takes the bag from the floor,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,,357.8626518861328,cf1a858f-f91e-4357-a2c6-5e90b060a2a0
Object Transfer,1,,#C C takes the jerrycan from the floor,"Logistics step, picking up an object.",r001,Mechanical Repair,Gold,,407.0025818861328,cf1a858f-f91e-4357-a2c6-5e90b060a2a0
Object Transfer,1,,#C C takes the lamp from the drawer,Logistics/Setup step involving picking up the lamp from the drawer.,r001,Mechanical Repair,Gold,,424.1561318861328,cf1a858f-f91e-4357-a2c6-5e90b060a2a0
Stationary,1,,#C C touches the pole with her right hand,"Low body/hand motion, likely involves tactile inspection.",r001,Mechanical Repair,Gold,,36.2492596,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C wipes the paint brush on the edge of the paint container,Core manual task involving hand activity.,r001,Mechanical Repair,Gold,,64.16495959999999,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C wipes the brush on the edge of the paint container,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,119.8931896,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C paints the pole,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,183.1898596,cfba10a6-af61-4b63-b958-18f4bed01957
Object Transfer,1,Essential Operation,#C C dips the yellow paint brush into the paint container,"Logistics step, short burst of hand activity.",r001,Mechanical Repair,Bad,,302.4046609546634,cfba10a6-af61-4b63-b958-18f4bed01957
Locomotion,1,,#C C bends towards the paint container,"Body movement (bending), indicating a change in posture or position.",r001,Mechanical Repair,Gold,,385.0344209546634,cfba10a6-af61-4b63-b958-18f4bed01957
Locomotion,1,,#C C moves closer the the balcony railing,Body moving through space to reach a specific location.,r001,Mechanical Repair,Gold,,468.9360209546634,cfba10a6-af61-4b63-b958-18f4bed01957
Object Transfer,1,,#C C touches the brim of the paint container with the yellow paint brush,Logistics step involving the interaction with an object.,r001,Mechanical Repair,Gold,,497.94039095466337,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,Locomotion,#C C stands upright,"Low body/hand motion, indicates a pause or waiting.",r001,Mechanical Repair,Bad,,501.66189095466336,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,Object Transfer,#C C raises the paint brush close to the railing again.,"The action describes a preparatory movement that does not involve significant body or hand motion, indicating a pause or stationary state.",r001,Mechanical Repair,Bad,,573.7999176213301,cfba10a6-af61-4b63-b958-18f4bed01957
Locomotion,1,,#C C takes a few steps around the railing area he is painting.,Body moving through space (walking).,r001,Mechanical Repair,Gold,,630.9786976213301,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,,#C C stops painting the side of the railing.,"The action indicates a pause in activity, suggesting low body and hand motion.",r001,Mechanical Repair,Gold,,664.63689762133,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,,#C C touches the nylon again.,"Low body/hand motion, possibly inspecting or thinking.",r001,Mechanical Repair,Gold,,676.0829176213301,cfba10a6-af61-4b63-b958-18f4bed01957
Object Transfer,1,Essential Operation,#C C takes paint from the paint container again.,"Logistics step, picking up an object.",r001,Mechanical Repair,Bad,,699.50527762133,cfba10a6-af61-4b63-b958-18f4bed01957
Locomotion,1,,#C C moves closer to the vertical panel of the railing.,Body moving through space to reach a specific location.,r001,Mechanical Repair,Gold,,791.0859076213301,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C uses his left hand to hold down the nylon on the floor,"Core manual task, high hand activity.",r001,Mechanical Repair,Gold,,855.8606276213301,cfba10a6-af61-4b63-b958-18f4bed01957
Search,1,Stationary,#C C moves his hand close to the wood.,Indicates a visual or tactile search with minimal body movement.,r001,Mechanical Repair,Bad,,888.9643776213301,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C continues painting the wood,Core task involving repetitive motion with hands.,r001,Mechanical Repair,Gold,,942.02761762133,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,,#C C puts back her left hand on the wood.,"The action describes a static gesture, indicating low energy and no significant motion.",r001,Mechanical Repair,Gold,,982.20334762133,cfba10a6-af61-4b63-b958-18f4bed01957
Object Transfer,1,,#C C passes the brush back to her right hand,"Passing an object from one hand to the other, a logistics step.",r001,Mechanical Repair,Gold,,991.97836762133,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C dips the painting brush into the paint on the floor.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,1008.31482762133,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C robs the painting brush on the edge of the paint container.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,1115.0264442879966,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,,#C C drops his hand. #unsure,"[CtxFixed] The action of dropping his hand does not involve any significant movement or purposeful action that would classify it under other categories. It is more indicative of a pause or a momentary rest, which can be considered a stationary action.",r001,Mechanical Repair,Gold,,1162.1108342879966,cfba10a6-af61-4b63-b958-18f4bed01957
Stationary,1,,#C C stops painting the railings.,"The action indicates a pause, which corresponds to low energy and no movement.",r001,Mechanical Repair,Gold,,1303.5593042879966,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C dips the paint brush inside the can of paint,Core task involving high hand activity.,r001,Mechanical Repair,Gold,,1421.6696742879967,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C cleans the paint brush on the edge of the can,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1442.4735942879963,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C paints the wooden balcony rail with the paint brush,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1541.2811242879966,cfba10a6-af61-4b63-b958-18f4bed01957
Search,1,Essential Operation,#C C brushes her finger over the wooden balcony rail,Visual or tactile search on the balcony rail.,r001,Mechanical Repair,Bad,,1632.9362189546632,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C dips the paint brush in the can of paint,Core task involving manual dexterity and high hand activity.,r001,Mechanical Repair,Gold,,1679.6549609546632,cfba10a6-af61-4b63-b958-18f4bed01957
Essential Operation,1,,#C C cleans the paint brush with the edge of the can,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,1681.045960954663,cfba10a6-af61-4b63-b958-18f4bed01957
Object Transfer,1,,#C C puts a tray of earrings on a shelf,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,,31.108158600000003,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Object Transfer,1,,#C C aligns a bucket on a table,Logistics step involving the placement of an object.,r001,Cleaning,Gold,,115.0925386,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Stationary,1,Object Transfer,#C C aligns a magazine on a table,"Low energy action, mostly hand movement with minimal body motion.",r001,Cleaning,Bad,,118.1754686,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Object Transfer,1,,#C C puts a magazine on a table,"Logistics step, moving an object to a specific location.",r001,Cleaning,Gold,,119.6894786,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Essential Operation,1,,#C C wipes on a coach using a towel,"Core cleaning task, high hand activity.",r001,Cleaning,Gold,,195.9722686,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Essential Operation,1,,#C C wipes the wall using a brush,Core manual task involving high hand activity.,r001,Cleaning,Gold,,208.6034186,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Essential Operation,1,,#C C wipes on a table using a towel,"Core cleaning task, high hand activity.",r001,Cleaning,Gold,,236.0280486,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Essential Operation,1,,#C C cleans the carpet,"Core manual task involving cleaning, which typically involves high hand activity.",r001,Cleaning,Gold,,281.367975853418,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Locomotion,1,Object Transfer,#C C moves a stand,"Body moving through space to move an object, involves high body acceleration.",r001,Cleaning,Bad,,282.742635853418,d2d6b2f0-c81a-4e43-9e6b-e8d6e9b51793
Stationary,1,,#C C moves on the chair,"The action describes movement on a chair, which implies low body motion rather than locomotion.",r001,Walking Outdoors,Gold,,99.3157496,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Object Transfer,1,,#C C takes papers,Logistics step involving picking up or transferring papers.,r001,Walking Outdoors,Gold,,120.8240996,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Object Transfer,1,,#C C moves a paper on the hand,"Moving an object in the hand, short bursts of hand activity.",r001,Walking Outdoors,Gold,,147.4944796,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Search,1,Stationary,#C C looks at the desk,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Bad,,424.3058209546634,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Stationary,1,,#C C operates the desktop,"Low body/hand motion, indicating a task performed while mostly still.",r001,Walking Outdoors,Gold,,491.0042509546634,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Stationary,1,,#C C writes on the book,Writing is a fine motor task with minimal body movement.,r001,Walking Outdoors,Gold,,746.9178309546634,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Search,1,Stationary,#C C looks at the desktop,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Bad,,1027.8454209546635,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Search,1,Stationary,#C C looks at the window,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Bad,,1172.5367009546633,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Stationary,1,Essential Operation,#C C closes the lotion,"The action described is closing a lotion, which is a brief, stationary task rather than a locomotive or high-energy activity.",r001,Walking Outdoors,Bad,,1413.7543309546631,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Search,1,Stationary,#C C looks at the house,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Bad,,1424.9236509546631,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Stationary,1,,#C C touches a paper,"The action of touching a paper is a brief, low-energy interaction.",r001,Walking Outdoors,Gold,,1481.0160709546633,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d
Locomotion,1,Object Transfer,#C C carries a bag full of dirty clothes,"Body moving through space while carrying an object, high body acceleration.",r001,Cleaning,Bad,,4.3306886,d647a18b-9e7b-47e7-9eba-0e686060ec64
Object Transfer,1,Essential Operation,#C C opens a bucket,Opening an object is a logistics step.,r001,Cleaning,Bad,,23.2397886,d647a18b-9e7b-47e7-9eba-0e686060ec64
Object Transfer,1,Essential Operation,#C C opens washing machine carrier,Logistics step involving opening a drawer or similar action.,r001,Cleaning,Bad,,78.4322986,d647a18b-9e7b-47e7-9eba-0e686060ec64
Search,1,,#C C looks around the parking lot,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,,9.65939,d73e5118-f353-4891-88bc-f09b8096207b
Locomotion,1,,#C C enters the building,Body moving through space (transition from outdoors to indoors).,r001,Walking Outdoors,Gold,,75.22913,d73e5118-f353-4891-88bc-f09b8096207b
Object Transfer,1,,#C C puts the flower in the bag,Logistics step involving picking up and placing the object.,r001,Gardening,Gold,,79.20904859999999,d758b0c3-1c50-4abb-b1bc-a1b16d3397eb
Stationary,1,Essential Operation,#c c turns the vacuum cleaner,"Turning an object is often a low-energy, stationary action.",r001,Cleaning,Bad,,17.6912886,da01e952-d1a1-48ba-9770-88440268ebb9
Object Transfer,1,,#c c picks a shoe,"Logistics step, picking up an object.",r001,Cleaning,Gold,,85.4046286,da01e952-d1a1-48ba-9770-88440268ebb9
Stationary,1,Essential Operation,#c c continues cleaning the carpet using a vacuum cleaner,"Low body/hand motion, continuous action with minimal movement.",r001,Cleaning,Bad,,88.6458986,da01e952-d1a1-48ba-9770-88440268ebb9
Object Transfer,1,,#C C picks up a knife from a rack with her right hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,,94.3278296,db532215-0f8f-4cb9-8118-004746c5786f
Stationary,1,,#C C operates the phone with her left finger.,"Low body/hand motion, focused activity with one finger.",r001,Cooking,Gold,,198.2065896,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C pours the egg into a bowl of dough on the kitchen counter.,"Core task involving manual pouring, high hand activity.",r001,Cooking,,,295.0648309546634,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C drops waste in her left hand into a waste bin.,"The action involves moving an object (dropping waste), which falls under logistics and transfer of objects.",r001,Cooking,Gold,,301.5133709546634,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C kneads the dough in her right hand with her hands.,Core manual task involving high hand activity.,r001,Cooking,Gold,,578.8963309546634,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C places the pack of foil roll on the table.,"Logistics step, placing an object.",r001,Cooking,Gold,,658.6410009546634,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C places the wrapped dough in her left hand on the table.,"Placing an object down, a logistics step.",r001,Cooking,Gold,,748.4981209546634,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,Essential Operation,#C C detaches the foil roll with her hands.,Logistics step involving picking up or detaching an object.,r001,Cooking,Bad,,754.6994009546634,db532215-0f8f-4cb9-8118-004746c5786f
Stationary,1,,#C C touches his camera with both hands. #Unsure,"Low body/hand motion, likely a momentary action without significant movement.",r001,Cooking,Gold,,851.5443509546634,db532215-0f8f-4cb9-8118-004746c5786f
Locomotion,1,,#C C walks towards the bin.,Body moving through space (walking).,r001,Cooking,Gold,,907.6744009546634,db532215-0f8f-4cb9-8118-004746c5786f
Search,1,Essential Operation,#C C adjusts his camera. #Unsure,"Head movement (adjusting), passive hands.",r001,Cooking,Bad,,911.9724809546634,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C picks up a pack of flour from the kitchen slab with his right hand. #Unsure,Logistics step involving picking up an object.,r001,Cooking,Gold,,1105.7328109546634,db532215-0f8f-4cb9-8118-004746c5786f
Search,1,Stationary,#C C looks at his phone.,"Head movement (visual inspection), hands mostly still.",r001,Cooking,Bad,,1143.5346009546631,db532215-0f8f-4cb9-8118-004746c5786f
Locomotion,1,,#C C walks towards the kitchen sink.,Body moving through space (walking).,r001,Cooking,Gold,,1175.7183409546633,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C picks up the phone from the kitchen slab with his left hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,,1199.7825509546633,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C pours the detergent on the sponge with his right hand.,Core task involving manual activity with the hand.,r001,Cooking,Gold,,1237.518580954663,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C picks up the spoon in the container with his right hand.,Logistics step involving picking up an object.,r001,Cooking,Gold,,1257.9145309546634,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C rinses the bowl under the tap with both hands.,Core task involving high hand activity for washing.,r001,Cooking,Gold,,1309.7339509546632,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C folds the wrapper with both hands.,Core task involving precise hand movements.,r001,Cooking,Gold,,1499.428340954663,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C presses the cheese with the fork in his right hand.,"Core task involving manipulation with the hand, indicating high hand activity.",r001,Cooking,Gold,,1655.931340954663,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,Essential Operation,#C C open the lid cover of the plate with both hands.,"Logistics action involving opening a lid, short bursts of hand acceleration.",r001,Cooking,Bad,,1748.418340954663,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C presses the cheese in the bowl with the fork in his right hand.,Core task involving high hand activity.,r001,Cooking,Gold,,1752.892620954663,db532215-0f8f-4cb9-8118-004746c5786f
Object Transfer,1,,#C C drops the fork in the bowl with his left hand.,Refined via regex fallback,r001,Cooking,Gold,,1911.853290954663,db532215-0f8f-4cb9-8118-004746c5786f
Stationary,1,,#C C places his left hand on the kitchen slab.,"Low body/hand motion, indicating a pause or preparation.",r001,Cooking,Gold,,1939.442670954663,db532215-0f8f-4cb9-8118-004746c5786f
Stationary,1,,#C C keeps the nylon on the floor.,"The action indicates a static state where C is keeping an object in place, implying low energy and motion.",r001,Cooking,Gold,,1987.030210954663,db532215-0f8f-4cb9-8118-004746c5786f
Stationary,1,,#C C holds a napkin with his right hand.,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,,2001.957790954663,db532215-0f8f-4cb9-8118-004746c5786f
Essential Operation,1,,#C C kneads the dough,Core manual task involving hands with high activity.,r001,Cooking,Gold,,25.0394786,dcd30089-0bff-430d-a8ae-c41516301d88
Essential Operation,1,,#C C pulls up the dough,"Core task, high hand activity.",r001,Cooking,Gold,,304.97296783570084,dcd30089-0bff-430d-a8ae-c41516301d88
Object Transfer,1,,#C C moves the plastic tin with the dough aside,Logistics step involving moving an object.,r001,Cooking,Gold,,599.3227379896484,dcd30089-0bff-430d-a8ae-c41516301d88
Object Transfer,1,,#C C puts pencil on the table,"The action involves placing an object (pencil) on a surface (table), which is a logistics step.",r001,Gardening,Gold,,243.64371,dd08bc58-b614-4ba7-b883-a213560621dd
Object Transfer,1,,#C C puts down a water bottle,Logistics step involving the placement of an object.,r001,Gardening,Gold,,270.35184,dd08bc58-b614-4ba7-b883-a213560621dd
Locomotion,1,,#C C enters the storeroom.,"Body moving through space (entering a room), implies walking or moving.",r001,Carpentry,Gold,,18.371039600000003,e0b22a37-836a-4231-a5ec-98114c311d32
Stationary,1,,#C C touches the left bracket of the panel saw with his left hand again.,"Low body/hand motion, likely inspecting or pausing.",r001,Carpentry,Gold,,55.7200396,e0b22a37-836a-4231-a5ec-98114c311d32
Search,1,,#C C checks the panel saw pump.,"Head movement (visual check), hands mostly still.",r001,Carpentry,Gold,,60.2215496,e0b22a37-836a-4231-a5ec-98114c311d32
Search,1,,#C C checks the first rotary switch again.,Head and hand movements focused on checking the switch.,r001,Carpentry,Gold,,75.19657959999999,e0b22a37-836a-4231-a5ec-98114c311d32
Stationary,1,,#C C removes his left hand from the panel saw blade.,"The action implies a pause or stop in motion, indicating low energy activity.",r001,Carpentry,Gold,,77.17740959999999,e0b22a37-836a-4231-a5ec-98114c311d32
Stationary,1,,#C C uses a mouse on the computer,"Low body/hand motion, primarily hand movement on a fixed object.",r001,Desk Work,Gold,,964.1577352666668,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Essential Operation,1,Stationary,#C C uses a mouse on the computer,Core manual task involving high hand activity.,r001,Desk Work,Bad,,1050.6354652666669,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Essential Operation,1,Stationary,#C C types the keyboard with both hands,Core manual task involving high hand activity.,r001,Desk Work,Bad,,1148.4209452666666,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Stationary,1,,#C C drags the mouse,"Low body/hand motion, high hand stability.",r001,Desk Work,Gold,,1567.7201152666669,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Stationary,1,,#C C operates on the mouse,"Low body/hand motion, focused on a stationary task.",r001,Desk Work,Gold,,2566.461585266667,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Stationary,1,,#C C controls the mouse,"Low body/hand motion, focused on visual interaction.",r001,Desk Work,Gold,,2737.5308152666667,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Essential Operation,1,Stationary,#C C operates the mouse,Core task involving high hand activity.,r001,Desk Work,Bad,,3271.5730652666666,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Stationary,1,,#C C operates the mouse,"Low body/hand motion, focused hand activity does not involve significant movement.",r001,Desk Work,Gold,,3495.1145552666667,e1fdb62b-c8c4-4bdb-82a6-9a787fe2684d
Object Transfer,1,,#C C picks food using chop stick,Logistics step involving picking up an object.,r001,Cooking,Gold,,2.23363,e250017c-16ff-4825-9c30-160f391e1549
Locomotion,1,,#C C walks into an elevator,"Body moving through space, involves walking.",r001,Cooking,Gold,,229.24949,e250017c-16ff-4825-9c30-160f391e1549
Stationary,1,,#C C stands in elevator room,"Low body/hand motion, waiting in place.",r001,Cooking,Gold,,232.74964,e250017c-16ff-4825-9c30-160f391e1549
Stationary,1,,#C C holds a bottle of drink,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,,767.78688,e250017c-16ff-4825-9c30-160f391e1549
Essential Operation,1,,#C C stirs the food with a cooking spoon,Core task involving high hand activity.,r001,Cooking,Gold,,792.55132,e250017c-16ff-4825-9c30-160f391e1549
Object Transfer,1,,#C C takes potato,"Logistics/Setup step, picking up an object.",r001,Cooking,Gold,,833.66374,e250017c-16ff-4825-9c30-160f391e1549
Stationary,1,,#C C holds potato,"Low body/hand motion, holding an object.",r001,Cooking,Gold,,841.71453,e250017c-16ff-4825-9c30-160f391e1549
Stationary,1,,#C C holds potato skin,"Low body/hand motion, holding an item.",r001,Cooking,Gold,,853.14039,e250017c-16ff-4825-9c30-160f391e1549
Object Transfer,1,,#C C drops lid,"[CtxFixed] The action of dropping the lid appears to be a deliberate placement, similar to the previous actions of dropping potatoes into the pot and dropping a potato. Therefore, it is classified as 'Object Transfer'.",r001,Cooking,Gold,,873.2825,e250017c-16ff-4825-9c30-160f391e1549
Essential Operation,1,,#C C scrubs chopping board,Core task involving high hand activity.,r001,Cooking,Gold,,910.53096,e250017c-16ff-4825-9c30-160f391e1549
Stationary,1,Essential Operation,#C C shakes hands,"Low body/hand motion, typically a brief and stationary action.",r001,Cooking,Bad,,933.09488,e250017c-16ff-4825-9c30-160f391e1549
Essential Operation,1,,#C C unscrews the third bolt from the Wheel with his left hand,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,26.04834,e3082331-86f8-469d-a45d-cd69dac91dbd
Essential Operation,1,,#C C unscrews some bolts on the wheel with the T Hex Key,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,,60.27167,e3082331-86f8-469d-a45d-cd69dac91dbd
Object Transfer,1,,#C C drops the two T Hex Keys on the metal bench with his left hand,"[CtxFixed] The action involves deliberately placing the T Hex Keys onto the metal bench, which fits the definition of a deliberate placement.",r001,Mechanical Repair,Gold,,105.5328,e3082331-86f8-469d-a45d-cd69dac91dbd
Object Transfer,1,,#C C picks up one Brake pad from the metal bench with his left hand,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,,106.41691,e3082331-86f8-469d-a45d-cd69dac91dbd
Stationary,1,,#C C touches the bolt with his right gloved hand.,"Low body/hand motion, indicative of a pause or inspection.",r001,Carpentry,Gold,,3.6154496,e3191cd9-5e11-4eb9-9895-355888f9d4c8
Essential Operation,1,,#C C pulls a rope towards him with his right gloved hand.,Core task involving high hand activity.,r001,Carpentry,Gold,,15.3048596,e3191cd9-5e11-4eb9-9895-355888f9d4c8
Object Transfer,1,,#C C places the hinge on the wall with his left gloved hand.,"The action involves placing an object (hinge) on a surface, which is a logistics step.",r001,Carpentry,Gold,,23.762539600000004,e3191cd9-5e11-4eb9-9895-355888f9d4c8
Essential Operation,1,,#C C screws a bolt through the hinge with his right gloved hand.,Core manual task involving high hand activity.,r001,Carpentry,Gold,,28.6802996,e3191cd9-5e11-4eb9-9895-355888f9d4c8
Object Transfer,1,,#C C takes out a can from the bucket with his right gloved hand. #Unsure,Logistics step involving picking up an object.,r001,Carpentry,Gold,,34.3383696,e3191cd9-5e11-4eb9-9895-355888f9d4c8
Locomotion,1,Object Transfer,#C C moves the glass.,Body moving through space to move an object.,r001,Cleaning,Bad,,18.1576386,e4c8ece5-cc27-4f8b-84da-ceb7bce6feae
