global_rank,video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,annotation_id,annotator,created_at,updated_at,lead_time,verdict,task_id,project,inner_id,corrected_action,secondary_action
9976,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,873.4454066666667,#C C drops the pan support for gas stove into the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver,4,r002,drops pan support for gas stove into sink,3,no,,no,0,0,0.0,820,1,2026-03-03T05:01:31.397596Z,2026-03-03T05:01:31.397610Z,1.693,Gold,1821,2,821,,
8001,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,883.0700166666667,#C C rinses the sponge under the running tap water.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,rinses sponge under running tap water,4,no,,no,0,0,0.0,821,1,2026-03-03T05:01:34.658705Z,2026-03-03T05:01:34.658715Z,1.304,Gold,1822,2,822,,
8209,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,905.0298666666666,#C C stops wiping the gas cooker top.,Cleaning,Stationary,"Low body/hand motion, indicating a pause or stop in action.",silver,4,r002,stops wiping gas cooker top,4,no,,no,0,0,0.0,822,1,2026-03-03T05:01:36.956342Z,2026-03-03T05:01:36.956359Z,1.45,Gold,1823,2,823,,
11158,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,915.2835266666666,#C C picks a dirt form the gas cooker top.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks dirt form gas cooker top,3,no,,no,0,0,0.0,823,1,2026-03-03T05:01:46.920549Z,2026-03-03T05:01:46.920567Z,7.148,Gold,1824,2,824,,
6320,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,964.4654166666668,#C C cleans the pan support for gas stove with the sponge.,Cleaning,Essential Operation,"Core task involving manual cleaning, high hand activity.",silver,4,r002,cleans pan support for gas stove with sponge,4,no,,no,0,0,0.0,824,1,2026-03-03T05:02:06.525470Z,2026-03-03T05:02:06.525485Z,6.368,Gold,1825,2,825,,
634,e0c4d2c7-fd50-4c50-b40e-e1eda4a5708b,1067.3054013333333,#C C folds the napkin.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,folds napkin,15,no,,no,0,0,0.0,825,1,2026-03-03T05:02:08.841766Z,2026-03-03T05:02:08.841781Z,1.526,Gold,1826,2,826,,
6317,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,214.2256696,#C C cleans the mug,Cooking,Essential Operation,Core task involving manual cleaning activity.,silver,4,r002,cleans mug,4,no,,no,0,0,0.0,826,1,2026-03-03T05:02:10.683279Z,2026-03-03T05:02:10.683288Z,1.08,Gold,1827,2,827,,
1808,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,270.04686960000004,#C C picks up a saucer,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks up saucer,9,no,,no,0,0,0.0,827,1,2026-03-03T05:02:12.285439Z,2026-03-03T05:02:12.285450Z,0.888,Gold,1828,2,828,,
3337,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,271.25455960000005,#C C cleans the saucer,Cooking,Essential Operation,Core task involving manual cleaning activity.,silver,4,r002,cleans saucer,6,no,,no,0,0,0.0,828,1,2026-03-03T05:02:15.652636Z,2026-03-03T05:02:15.652649Z,1.705,Gold,1829,2,829,,
7805,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,280.8824096,#C C puts the saucer down,Cooking,Object Transfer,Logistics step of placing an object down.,silver,4,r002,puts saucer down,4,no,,no,0,0,0.0,829,1,2026-03-03T05:02:17.773047Z,2026-03-03T05:02:17.773055Z,1.273,Gold,1830,2,830,,
3943,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,337.7328809546634,#C C rinses the saucer,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,rinses saucer,6,no,,no,0,0,0.0,830,1,2026-03-03T05:02:20.022542Z,2026-03-03T05:02:20.022558Z,1.52,Gold,1831,2,831,,
5359,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,355.7223709546634,#C C puts saucer in the rack,Cooking,Object Transfer,Logistics/Setup step involving placing an object.,silver,4,r002,puts saucer in rack,5,no,,no,0,0,0.0,831,1,2026-03-03T05:02:22.048254Z,2026-03-03T05:02:22.048263Z,1.199,Gold,1832,2,832,,
6140,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,1935.507650954663,#C C opens the bottle of water,Cooking,Object Transfer,"Logistics step, opening an object.",silver,4,r002,opens bottle of water,4,yes,watchlist_verb,yes,0,0,0.0,832,1,2026-03-03T05:02:24.383181Z,2026-03-03T05:02:24.383193Z,1.652,Gold,1833,2,833,,
5209,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,1965.134970954663,#C C pours water to the plant,Cooking,Essential Operation,Core task involving a continuous hand motion.,silver,4,r002,pours water to plant,5,no,,no,0,0,0.0,833,1,2026-03-03T05:02:27.452756Z,2026-03-03T05:02:27.452768Z,1.4,Gold,1834,2,834,,
7292,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,1987.936780954663,#C C picks up water bottles,Cooking,Object Transfer,Logistics step involving picking up objects.,silver,4,r002,picks up water bottles,4,no,,no,0,0,0.0,834,1,2026-03-03T05:02:29.956702Z,2026-03-03T05:02:29.956715Z,1.604,Gold,1835,2,835,,
5208,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,2052.995330954663,#C C pours water to the flower,Cooking,Essential Operation,Core task involving manual pouring action.,silver,4,r002,pours water to flower,5,no,,no,0,0,0.0,835,1,2026-03-03T05:02:31.890673Z,2026-03-03T05:02:31.890701Z,1.105,Gold,1836,2,836,,
8712,e303a071-7d0b-40e7-b8df-dea6e79ad7e8,2131.8651509546635,#C C closes the lid of the bottle,Cooking,Object Transfer,"Closing an object, involves picking up and placing the lid.",silver,4,r002,closes lid of bottle,3,yes,watchlist_verb,yes,0,0,0.0,836,1,2026-03-03T05:02:34.496663Z,2026-03-03T05:02:34.496675Z,1.363,Gold,1837,2,837,,
1556,e6b7692d-5e35-4524-8d2a-385475b95806,1118.56715,#C C walks across the store,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking with high body acceleration.",silver,4,r002,walks across store,10,no,,no,0,0,0.0,837,1,2026-03-03T05:02:39.205316Z,2026-03-03T05:02:39.205332Z,1.678,Gold,1838,2,838,,
7022,e6b7692d-5e35-4524-8d2a-385475b95806,1225.48703,#O person Z picks up the packet,Walking Outdoors,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,person z picks up packet,4,no,,no,0,0,0.0,838,1,2026-03-03T05:02:41.266686Z,2026-03-03T05:02:41.266697Z,1.186,Gold,1839,2,839,,
11022,e6b7692d-5e35-4524-8d2a-385475b95806,1232.13729,#O person Z puts the packet on the barcode scanner,Walking Outdoors,Object Transfer,Logistics step of placing an object on a scanner.,silver,4,r002,person z puts packet on barcode scanner,3,no,,no,0,0,0.0,839,1,2026-03-03T05:02:43.524495Z,2026-03-03T05:02:43.524509Z,1.332,Gold,1840,2,840,,
11560,e6b7692d-5e35-4524-8d2a-385475b95806,1944.2963066666664,#C C picks up the shopping bag,Walking Outdoors,Object Transfer,Logistics action of picking up an object.,silver,4,r002,picks up shopping bag,3,no,,no,0,0,0.0,840,1,2026-03-03T05:02:45.829614Z,2026-03-03T05:02:45.829627Z,1.446,Gold,1841,2,841,,
11016,e6b7692d-5e35-4524-8d2a-385475b95806,1990.2839366666667,#O person Y runs across the pavement,Walking Outdoors,Locomotion,Body moving through space with high body acceleration.,silver,4,r002,person y runs across pavement,3,no,,no,0,0,0.0,841,1,2026-03-03T05:02:47.874516Z,2026-03-03T05:02:47.874527Z,1.271,Gold,1842,2,842,,
10765,e6b7692d-5e35-4524-8d2a-385475b95806,3263.44002,#O man X walks down the street,Walking Outdoors,Locomotion,"Body moving through space, indicative of walking.",silver,4,r002,man x walks down street,3,no,,no,0,0,0.0,842,1,2026-03-03T05:02:50.138270Z,2026-03-03T05:02:50.138283Z,1.357,Gold,1843,2,843,,
4694,e6b7692d-5e35-4524-8d2a-385475b95806,3291.23209,#O kid Y runs down the street,Walking Outdoors,Locomotion,Body moving through space at a high speed.,silver,4,r002,kid y runs down street,5,no,,no,0,0,0.0,843,1,2026-03-03T05:02:52.410223Z,2026-03-03T05:02:52.410237Z,1.238,Gold,1844,2,844,,
10044,e6b7692d-5e35-4524-8d2a-385475b95806,3985.4835433333337,#C C drops shopping bag,Walking Outdoors,Object Transfer,"[CtxFixed] The action of dropping a shopping bag is considered a deliberate placement of an object onto a surface, which fits the definition of 'Object Transfer'.",silver,4,r002,drops shopping bag,3,no,,no,0,0,0.0,844,1,2026-03-03T05:02:54.376290Z,2026-03-03T05:02:54.376308Z,1.136,Gold,1845,2,845,,
4140,e7eead9a-5f4e-47af-8f54-2dd3fd453a2d,4.6392696,#C C adjusts the camera on his head with both hands. #Unsure,Playing Instrument,Stationary,Adjusting the camera with hands while likely in a stationary position.,silver,4,r002,adjusts camera on his head with both hands,5,yes,watchlist_verb,yes,0,0,0.0,845,1,2026-03-03T05:02:57.997378Z,2026-03-03T05:02:57.997390Z,2.694,Bad,1846,2,846,Essential Operation,
11854,e7eead9a-5f4e-47af-8f54-2dd3fd453a2d,12.967359599999998,#C C plays with the kitten X using his right hand.,Playing Instrument,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,plays with kitten x using his right hand,3,no,,no,0,0,0.0,846,1,2026-03-03T05:03:01.800084Z,2026-03-03T05:03:01.800098Z,1.301,Gold,1847,2,847,,
8942,e7eead9a-5f4e-47af-8f54-2dd3fd453a2d,22.272599600000003,#C The kitten X moves out of Cs reach.,Playing Instrument,Stationary,The action describes a passive scenario with no significant movement.,silver,4,r002,kitten x moves out of cs reach,3,yes,watchlist_verb,yes,0,0,0.0,847,1,2026-03-03T05:03:07.142323Z,2026-03-03T05:03:07.142339Z,4.313,Bad,1848,2,848,Locomotion,
8943,e7eead9a-5f4e-47af-8f54-2dd3fd453a2d,64.21465959999999,#C The kitten X plays with the stick C is holding in his right hand.,Playing Instrument,Stationary,"The action describes a playful, stationary interaction with an object.",silver,4,r002,kitten x plays with stick is holding in his right hand,3,yes,watchlist_verb,yes,0,0,0.0,848,1,2026-03-03T05:03:14.849220Z,2026-03-03T05:03:14.849233Z,6.877,Bad,1849,2,849,Essential Operation,
10900,e7eead9a-5f4e-47af-8f54-2dd3fd453a2d,125.6618996,#C C passes the stick in his right hand to his left hand.,Playing Instrument,Object Transfer,"Passing the stick from one hand to another, a logistics step.",silver,4,r002,passes stick in his right hand to his left hand,3,no,,no,0,0,0.0,849,1,2026-03-03T05:03:17.798281Z,2026-03-03T05:03:17.798295Z,2.255,Gold,1850,2,850,,
4430,ea6247f4-10cc-4327-af0b-aa834f9e92b3,5.5016796,#C C brushes the wood with the sanding block in his right hand.,Carpentry,Essential Operation,Core task involving high hand activity.,silver,4,r002,brushes wood with sanding block in his right hand,5,no,,no,0,0,0.0,850,1,2026-03-03T05:03:23.316567Z,2026-03-03T05:03:23.316580Z,1.864,Gold,1851,2,851,,
7886,ea6247f4-10cc-4327-af0b-aa834f9e92b3,25.784619600000003,#C C puts the wood on a heap of wood on the table with his left hand.,Carpentry,Object Transfer,Logistics action of placing an object.,silver,4,r002,puts wood on heap of wood on table with his left hand,4,no,,no,0,0,0.0,851,1,2026-03-03T05:03:26.628942Z,2026-03-03T05:03:26.628950Z,1.479,Gold,1852,2,852,,
7301,ea6247f4-10cc-4327-af0b-aa834f9e92b3,27.831889600000004,#C C picks a wood from the left side of the table with his left hand.,Carpentry,Object Transfer,Logistics step of picking up an object.,silver,4,r002,picks wood from left side of table with his left hand,4,no,,no,0,0,0.0,852,1,2026-03-03T05:03:28.464682Z,2026-03-03T05:03:28.464692Z,1.047,Gold,1853,2,853,,
11175,eff9a4e2-a2ab-45d4-a142-64a9aa4fc6e9,74.2567086,#C C picks dustbin bag,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks dustbin bag,3,no,,no,0,0,0.0,853,1,2026-03-03T05:03:30.905210Z,2026-03-03T05:03:30.905227Z,1.595,Gold,1854,2,854,,
3093,eff9a4e2-a2ab-45d4-a142-64a9aa4fc6e9,126.5075186,#C C walks in the walkway,Cleaning,Locomotion,"Body moving through space (walking), high body acceleration.",silver,4,r002,walks in walkway,7,no,,no,0,0,0.0,854,1,2026-03-03T05:03:32.816317Z,2026-03-03T05:03:32.816327Z,1.091,Gold,1855,2,855,,
8307,eff9a4e2-a2ab-45d4-a142-64a9aa4fc6e9,184.5342786,#C C throws dust in the bin,Cleaning,Locomotion,Movement of the body through space to perform the task.,silver,4,r002,throws dust in bin,4,no,,no,0,0,0.0,855,1,2026-03-03T05:03:38.773729Z,2026-03-03T05:03:38.773742Z,5.202,Bad,1856,2,856,Object Transfer,
8122,eff9a4e2-a2ab-45d4-a142-64a9aa4fc6e9,815.2426691778774,#C C sprays on kitchen counter,Cleaning,Essential Operation,Core task involving high hand activity.,silver,4,r002,sprays on kitchen counter,4,no,,no,0,0,0.0,858,1,2026-03-03T05:04:02.033132Z,2026-03-03T05:04:02.033142Z,1.991,Gold,1857,2,857,,
6537,eff9a4e2-a2ab-45d4-a142-64a9aa4fc6e9,938.713977613672,#C C drops a sprayer,Cleaning,Object Transfer,"[CtxFixed] The action of dropping a sprayer is a deliberate placement onto a surface, which fits the criteria for 'Object Transfer'.",silver,4,r002,drops sprayer,4,no,,no,0,0,0.0,856,1,2026-03-03T05:03:41.141325Z,2026-03-03T05:03:41.141342Z,1.171,Gold,1858,2,858,,
7147,f2b29e04-a09d-4faa-a966-6f639dca11ec,137.22054,#C C picks the nylon paper bag in the car,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks nylon paper bag in car,4,no,,no,0,0,0.0,857,1,2026-03-03T05:03:43.432159Z,2026-03-03T05:03:43.432175Z,1.255,Gold,1859,2,859,,
3653,f2b29e04-a09d-4faa-a966-6f639dca11ec,155.22448,#C C picks the nylon paper bag on the floor,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks nylon paper bag on floor,6,no,,no,0,0,0.0,859,1,2026-03-03T05:04:05.270979Z,2026-03-03T05:04:05.270992Z,2.032,Gold,1860,2,860,,
9574,f2b29e04-a09d-4faa-a966-6f639dca11ec,165.02957,#C C carries the plastic chair,Cleaning,Locomotion,Body moving through space while carrying an object.,silver,4,r002,carries plastic chair,3,no,,no,0,0,0.0,860,1,2026-03-03T05:04:09.301038Z,2026-03-03T05:04:09.301053Z,3.004,Bad,1861,2,861,Object Transfer,
2319,f2b29e04-a09d-4faa-a966-6f639dca11ec,368.83759,#C C puts the tissue paper in the nylon paper bag,Cleaning,Object Transfer,Logistics step involving picking up and putting down an object.,silver,4,r002,puts tissue paper in nylon paper bag,8,no,,no,0,0,0.0,861,1,2026-03-03T05:04:14.112667Z,2026-03-03T05:04:14.112682Z,1.547,Gold,1862,2,862,,
8842,f2b29e04-a09d-4faa-a966-6f639dca11ec,377.64739,#C C holds the nylon paper bag in the hand,Cleaning,Stationary,The action describes holding an object without any significant movement.,silver,4,r002,holds nylon paper bag in hand,3,yes,watchlist_verb,yes,0,0,0.0,862,1,2026-03-03T05:04:15.876213Z,2026-03-03T05:04:15.876225Z,0.871,Gold,1863,2,863,,
388,f3d921fe-d7d8-4c09-98fd-7850154d73dc,38.5723396,#C C drains the paint on the brush by the side of the paint can,Mechanical Repair,Object Transfer,Logistics step involving the transfer of paint from the brush to the can.,silver,4,r002,drains paint on brush by side of paint can,19,no,,no,0,0,0.0,863,1,2026-03-03T05:04:25.822838Z,2026-03-03T05:04:25.822855Z,9.124,Bad,1864,2,864,Essential Operation,
9187,f3d921fe-d7d8-4c09-98fd-7850154d73dc,92.1122296,#C C moves towards the can of paint,Mechanical Repair,Locomotion,Body moving through space to reach an object.,silver,4,r002,moves towards can of paint,3,yes,watchlist_verb,yes,0,0,0.0,864,1,2026-03-03T05:04:29.259605Z,2026-03-03T05:04:29.259621Z,2.576,Gold,1865,2,865,,
5777,f3d921fe-d7d8-4c09-98fd-7850154d73dc,1095.9893742879967,#C C wipes the brush on the paint can,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver,4,r002,wipes brush on paint can,5,no,,no,0,0,0.0,865,1,2026-03-03T05:04:31.873290Z,2026-03-03T05:04:31.873308Z,1.613,Gold,1866,2,866,,
1119,f3d921fe-d7d8-4c09-98fd-7850154d73dc,1102.8109342879966,#C C brushes the newel post with a brush,Mechanical Repair,Essential Operation,Core manual task involving hand activity with a tool.,silver,4,r002,brushes newel post with brush,11,no,,no,0,0,0.0,866,1,2026-03-03T05:04:34.458759Z,2026-03-03T05:04:34.458772Z,1.734,Gold,1867,2,867,,
6211,f3d921fe-d7d8-4c09-98fd-7850154d73dc,1223.7024942879966,#C C touches the polythene with her left hand,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting or holding the item.",silver,4,r002,touches polythene with her left hand,4,yes,watchlist_verb,yes,0,0,0.0,867,1,2026-03-03T05:04:36.985459Z,2026-03-03T05:04:36.985471Z,1.256,Gold,1868,2,868,,
5308,f5b87541-3879-444f-be65-2b17f1d95735,325.6043886458333,#C C puts jug on kitchen cabinet,Cooking,Object Transfer,Logistics step involving picking up and placing the jug.,silver,4,r002,puts jug on kitchen cabinet,5,no,,no,0,0,0.0,868,1,2026-03-03T05:04:39.276125Z,2026-03-03T05:04:39.276145Z,1.583,Gold,1869,2,869,,
4335,f5b87541-3879-444f-be65-2b17f1d95735,383.6071186458333,#C C opens draw,Cooking,Object Transfer,Logistics step involving opening a drawer.,silver,4,r002,opens draw,5,yes,watchlist_verb,yes,0,0,0.0,869,1,2026-03-03T05:04:41.459713Z,2026-03-03T05:04:41.459733Z,1.334,Gold,1870,2,870,,
9721,f5b87541-3879-444f-be65-2b17f1d95735,723.0626176136719,#C C crushes ginger on the plate,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,crushes ginger on plate,3,no,,no,0,0,0.0,870,1,2026-03-03T05:04:44.784318Z,2026-03-03T05:04:44.784331Z,2.453,Gold,1871,2,871,,
8065,f5b87541-3879-444f-be65-2b17f1d95735,850.9823786458334,#C C separates part of garlic,Cooking,Essential Operation,"Core task involving manipulation, high hand activity.",silver,4,r002,separates part of garlic,4,no,,no,0,0,0.0,871,1,2026-03-03T05:04:56.515333Z,2026-03-03T05:04:56.515346Z,9.066,Gold,1872,2,872,,
7071,f5b87541-3879-444f-be65-2b17f1d95735,886.9414886458334,#C C picks clove of garlic,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,4,r002,picks clove of garlic,4,no,,no,0,0,0.0,872,1,2026-03-03T05:04:59.452836Z,2026-03-03T05:04:59.452849Z,1.943,Gold,1873,2,873,,
6457,f5b87541-3879-444f-be65-2b17f1d95735,892.7104286458333,#C C drops clove of garlic,Cooking,Object Transfer,"[CtxFixed] The action of dropping the clove of garlic onto a surface is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver,4,r002,drops clove of garlic,4,no,,no,0,0,0.0,873,1,2026-03-03T05:05:02.142882Z,2026-03-03T05:05:02.142901Z,1.531,Gold,1874,2,874,,
4959,f5b87541-3879-444f-be65-2b17f1d95735,899.4087386458333,#C C picks garlic clove,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,4,r002,picks garlic clove,5,no,,no,0,0,0.0,874,1,2026-03-03T05:05:05.129725Z,2026-03-03T05:05:05.129742Z,2.115,Gold,1875,2,875,,
6096,f5b87541-3879-444f-be65-2b17f1d95735,937.5258986458332,#C C moves garlic,Cooking,Object Transfer,Logistics step involving moving an object.,silver,4,r002,moves garlic,4,yes,watchlist_verb,yes,0,0,0.0,875,1,2026-03-03T05:05:08.215568Z,2026-03-03T05:05:08.215578Z,1.178,Gold,1876,2,876,,
3000,f5b87541-3879-444f-be65-2b17f1d95735,938.8281286458332,#C C rolls #unsure,Cooking,Stationary,"Low body/hand motion, likely involves minimal movement.",silver,4,r002,rolls,7,no,,no,0,0,0.0,876,1,2026-03-03T05:05:12.791641Z,2026-03-03T05:05:12.791653Z,3.797,Bad,1877,2,877,Essential Operation,
2640,f5b87541-3879-444f-be65-2b17f1d95735,947.8843386458334,#C C drops peels,Cooking,Object Transfer,"[CtxFixed] The action of dropping peels is a deliberate placement of an object onto a surface, which fits the definition of Object Transfer.",silver,4,r002,drops peels,7,no,,no,0,0,0.0,877,1,2026-03-03T05:05:15.116527Z,2026-03-03T05:05:15.116540Z,1.369,Gold,1878,2,878,,
8801,f5b87541-3879-444f-be65-2b17f1d95735,950.3146086458332,#C C holds garlic with both hands,Cooking,Stationary,"Low body/hand motion, holding an object.",silver,4,r002,holds garlic with both hands,3,yes,watchlist_verb,yes,0,0,0.0,878,1,2026-03-03T05:05:21.106847Z,2026-03-03T05:05:21.106861Z,5.204,Gold,1879,2,879,,
9930,f5b87541-3879-444f-be65-2b17f1d95735,965.7374786458332,#C C drops garlic in #unsure,Cooking,Object Transfer,"[CtxFixed] The action involves deliberately placing the garlic onto a surface, which fits the definition of an Object Transfer.",silver,4,r002,drops garlic in,3,no,,no,0,0,0.0,879,1,2026-03-03T05:05:23.235253Z,2026-03-03T05:05:23.235261Z,1.125,Gold,1880,2,880,,
6500,f5b87541-3879-444f-be65-2b17f1d95735,989.0177486458332,#C C drops peel,Cooking,Object Transfer,[CtxFixed] The action involves dropping an object (the peel) which is a deliberate placement onto a surface.,silver,4,r002,drops peel,4,no,,no,0,0,0.0,880,1,2026-03-03T05:05:25.228086Z,2026-03-03T05:05:25.228098Z,1.15,Gold,1881,2,881,,
8096,f5b87541-3879-444f-be65-2b17f1d95735,1157.8549716989585,#C C slices cucumber,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,slices cucumber,4,no,,no,0,0,0.0,881,1,2026-03-03T05:05:27.491287Z,2026-03-03T05:05:27.491300Z,1.521,Gold,1882,2,882,,
10253,f5b87541-3879-444f-be65-2b17f1d95735,1328.9511116989584,#C C grabs tomatoes,Cooking,Object Transfer,Logistics step involving picking up objects.,silver,4,r002,grabs tomatoes,3,no,,no,0,0,0.0,882,1,2026-03-03T05:05:29.384758Z,2026-03-03T05:05:29.384778Z,1.143,Gold,1883,2,883,,
3359,f5b87541-3879-444f-be65-2b17f1d95735,1613.7823451274155,#C C crushes the ginger,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,crushes ginger,6,no,,no,0,0,0.0,883,1,2026-03-03T05:05:31.511436Z,2026-03-03T05:05:31.511447Z,1.264,Gold,1884,2,884,,
6641,f5b87541-3879-444f-be65-2b17f1d95735,1632.9439652666667,#C C grates garlic.,Cooking,Essential Operation,Core task involving fine hand movements.,silver,4,r002,grates garlic,4,no,,no,0,0,0.0,884,1,2026-03-03T05:05:33.975481Z,2026-03-03T05:05:33.975496Z,1.53,Gold,1885,2,885,,
9241,f5b87541-3879-444f-be65-2b17f1d95735,1664.1481652666666,#C C opens the grater.,Cooking,Object Transfer,Logistics action involving opening an object.,silver,4,r002,opens grater,3,yes,watchlist_verb,yes,0,0,0.0,885,1,2026-03-03T05:05:37.179070Z,2026-03-03T05:05:37.179086Z,2.268,Gold,1886,2,886,,
8198,f5b87541-3879-444f-be65-2b17f1d95735,1755.0462652666663,#C C stirs the sauce.,Cooking,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,stirs sauce,4,no,,no,0,0,0.0,886,1,2026-03-03T05:05:40.681176Z,2026-03-03T05:05:40.681193Z,2.257,Gold,1887,2,887,,
11656,f5b87541-3879-444f-be65-2b17f1d95735,1761.2921252666663,#C C places cooking stick on the cooking pot.,Cooking,Object Transfer,Logistics step involving placing an object.,silver,4,r002,places cooking stick on cooking pot,3,no,,no,0,0,0.0,887,1,2026-03-03T05:05:43.297816Z,2026-03-03T05:05:43.297830Z,1.536,Gold,1888,2,888,,
3615,f5b87541-3879-444f-be65-2b17f1d95735,1787.427245266667,#C C picks containers from the fridge.,Cooking,Object Transfer,Logistics step involving picking up objects.,silver,4,r002,picks containers from fridge,6,no,,no,0,0,0.0,888,1,2026-03-03T05:05:45.517424Z,2026-03-03T05:05:45.517436Z,1.054,Gold,1889,2,889,,
11124,f735d4bb-d65e-4965-ac0d-270c0b9e5993,7.0379186,#C C picks a chopping board from the countertop,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks chopping board from countertop,3,no,,no,0,0,0.0,889,1,2026-03-03T05:05:47.102836Z,2026-03-03T05:05:47.102860Z,0.846,Gold,1890,2,890,,
2281,f735d4bb-d65e-4965-ac0d-270c0b9e5993,9.7788286,#C C puts the chopping board on the countertop,Cooking,Object Transfer,Logistics step involving moving an object to a specific location.,silver,4,r002,puts chopping board on countertop,8,no,,no,0,0,0.0,890,1,2026-03-03T05:05:49.682175Z,2026-03-03T05:05:49.682191Z,1.785,Gold,1891,2,891,,
7149,f735d4bb-d65e-4965-ac0d-270c0b9e5993,21.848588600000003,#C C picks an onion from the plastic bowl,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks onion from plastic bowl,4,no,,no,0,0,0.0,891,1,2026-03-03T05:05:52.943340Z,2026-03-03T05:05:52.943352Z,0.97,Gold,1892,2,892,,
4982,f735d4bb-d65e-4965-ac0d-270c0b9e5993,32.761428599999995,#C C picks an onion from the countertop,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks onion from countertop,5,no,,no,0,0,0.0,892,1,2026-03-03T05:05:55.083917Z,2026-03-03T05:05:55.083929Z,1.351,Gold,1893,2,893,,
11206,f735d4bb-d65e-4965-ac0d-270c0b9e5993,92.7854986,#C C picks a frying pan lid with his right hand,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks frying pan lid with his right hand,3,no,,no,0,0,0.0,893,1,2026-03-03T05:05:57.493799Z,2026-03-03T05:05:57.493817Z,1.182,Gold,1894,2,894,,
5883,f735d4bb-d65e-4965-ac0d-270c0b9e5993,104.0673686,#C C closes the cooking oil bottle,Cooking,Object Transfer,Logistics/Setup step (closing a bottle).,silver,4,r002,closes cooking oil bottle,4,yes,watchlist_verb,yes,0,0,0.0,894,1,2026-03-03T05:06:00.665236Z,2026-03-03T05:06:00.665246Z,1.136,Gold,1895,2,895,,
4957,f735d4bb-d65e-4965-ac0d-270c0b9e5993,106.2281286,#C C picks the frying pan from the cooker,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks frying pan from cooker,5,no,,no,0,0,0.0,895,1,2026-03-03T05:06:03.150861Z,2026-03-03T05:06:06.270271Z,4.646,Gold,1896,2,896,,
8359,f735d4bb-d65e-4965-ac0d-270c0b9e5993,130.9519986,#C C turns the onion on the chopping board,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,turns onion on chopping board,4,no,,no,0,0,0.0,896,1,2026-03-03T05:06:17.808853Z,2026-03-03T05:06:17.808882Z,6.31,Bad,1897,2,897,Object Transfer,
9119,f735d4bb-d65e-4965-ac0d-270c0b9e5993,135.23202859999998,#C C moves an onion piece on the chopping board,Cooking,Object Transfer,Logistics step involving moving an object.,silver,4,r002,moves onion piece on chopping board,3,yes,watchlist_verb,yes,0,0,0.0,897,1,2026-03-03T05:06:21.605508Z,2026-03-03T05:06:21.605525Z,2.845,Gold,1898,2,898,,
106,f735d4bb-d65e-4965-ac0d-270c0b9e5993,185.1211086,#C C puts the onion on the chopping board,Cooking,Object Transfer,Logistics step of placing the onion on the board.,silver,4,r002,puts onion on chopping board,39,no,,no,0,0,0.0,898,1,2026-03-03T05:06:27.507797Z,2026-03-03T05:06:27.507811Z,1.715,Gold,1899,2,899,,
