video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
26a56478-0c95-49b7-bb5e-1caef7750633,892.9393655954427,#C C moves a card,Playing Instrument,Stationary,The action 'moves a card' does not involve significant body or hand movement.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,894.7603655954427,#C C moves a card,Playing Instrument,Stationary,"The action of moving a card is likely a minor, low-energy movement.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,897.8903655954427,#C C moves a card,Playing Instrument,Object Transfer,Logistics step involving picking up or moving an object.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,900.4593655954427,#O woman X moves a card,Playing Instrument,Stationary,The action described does not indicate any significant movement or task that would correspond to the other categories.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,903.2723655954428,#O woman X moves a card,Playing Instrument,Stationary,"The action described seems to be a static movement, likely involving minimal body or hand motion.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,906.8103655954428,#C C moves a card,Playing Instrument,Stationary,The action 'moves a card' does not indicate significant body or hand motion that would classify it under the other categories.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,908.4683655954428,#C C moves a card,Playing Instrument,Stationary,"The action 'moves a card' does not indicate significant body or hand motion, suggesting a low energy, possibly stationary activity.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,912.4813655954428,#C C moves a card,Playing Instrument,Stationary,"The action of moving a card does not imply significant body or hand motion, and could be considered a minor, low-energy action.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,914.8473655954429,#C C moves a card,Playing Instrument,Object Transfer,Logistics action involving picking up or moving an object.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,916.0863655954428,#C C picks up the cards,Playing Instrument,Object Transfer,Logistics action involving picking up objects.,silver
26a56478-0c95-49b7-bb5e-1caef7750633,916.0863655954428,#O woman X picks up the cards,Playing Instrument,Object Transfer,Logistics/Setup step (picking up cards).,silver
26a56478-0c95-49b7-bb5e-1caef7750633,918.9233655954428,#O woman X lays the cards on the table,Playing Instrument,Object Transfer,"The action involves laying down objects (cards), which is a logistics step.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,934.9583655954428,#C C lays the cards on the table,Playing Instrument,Object Transfer,"Logistics step, laying cards down involves picking up and placing objects.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,936.1373655954428,#O woman X picks up the cards,Playing Instrument,Object Transfer,"The action involves picking up objects (cards), which is a logistics step.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,955.7763655954428,#O woman X picks up the cards,Playing Instrument,Object Transfer,"The action involves picking up objects (cards), which is a logistics step.",silver
26a56478-0c95-49b7-bb5e-1caef7750633,955.7763655954428,#C C taps the phone screen,Playing Instrument,Stationary,"Low body/hand motion, likely involves finger movements which do not generate significant IMU signatures.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,2.7660796000000003,#C C places left hand on table saw,Carpentry,Stationary,Placing a hand on an object indicates a preparatory or idle action with minimal motion.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,4.3378896,#C C moves machine with right hand,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,5.9326596,#C C turns on machine with key underneath table saw,Carpentry,Object Transfer,"The action involves picking up and using a key to turn on a machine, which is a logistics step.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,13.1412796,#C C moves plank on table saw with left hand,Carpentry,Locomotion,"Body moving through space while manipulating an object, involves high body acceleration.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,20.8735096,#C C wears safety glasses with both hands,Carpentry,Object Transfer,"The action involves picking up and putting on safety glasses, which is a logistics step.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,26.968149600000004,#C C holds piece of wood with left hand,Carpentry,Stationary,"Low body/hand motion, holding an object without movement.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,27.351869600000004,#C C holds piece of wood with right hand,Carpentry,Stationary,"Low body/hand motion, holding a position.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,27.8865696,#C C moves piece of wood into blade with both hands,Carpentry,Object Transfer,Logistics of moving an object with both hands.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,32.507149600000005,#C C takes up piece of wood with both hands,Carpentry,Object Transfer,Logistics action involving picking up an object.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,40.3857896,#C C places piece of wood on table saw with both hands,Carpentry,Object Transfer,Logistics step of placing an object on a surface.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,48.6656096,#C C rubs piece of wood with right hand finger,Carpentry,Stationary,"Low body/hand motion, rubbing is a fine motor task with minimal movement.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,53.174949600000005,#C C takes out hose underneath table saw,Carpentry,Object Transfer,Logistics step involving picking up or moving an object.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,56.290189600000005,#C C moves pieces of wood with both hands,Carpentry,Object Transfer,Movement of objects (wood pieces) with both hands.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,57.4018796,#C C places hose at the back of machine,Carpentry,Object Transfer,Logistics action involving moving an object (hose) to a specific location.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,66.67368959999999,#C C moves white piece of wood with right hand #unsure,Carpentry,Object Transfer,Moving an object from one place to another.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,62.3921296,#C C hangs hose on something #unsure,Carpentry,Object Transfer,"The action involves placing an object (hose) onto something, which is a logistics step.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,72.4657696,#C C walks back to fence side,Carpentry,Locomotion,"Movement through space, indicative of walking.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,76.6679796,#C C turns on machine,Carpentry,Stationary,Turning on a machine is an action that involves minimal movement.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,84.57550959999999,#C C loosens something on the side of table saw #unsure,Carpentry,Essential Operation,"Manipulating tools or objects, likely involves high hand activity.",silver
72273bc9-f73a-42a3-b390-6cb5899c6668,107.9735696,#C C picks piece of wood with right hand,Carpentry,Object Transfer,Logistics step involving picking up an object.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,110.4996596,#C C moves piece of wood into blade,Carpentry,Object Transfer,The action involves moving an object (piece of wood) into a specific location (blade).,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,119.0806996,#C C places left hand on a part of the machine #unsure,Carpentry,Stationary,Placing a hand on a part of the machine suggests a preparatory or stabilizing action with low motion.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,119.0806996,#C C turns a handle on the machine with right hand,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,132.9155496,#C C loosens blade with right hand #unsure,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver
72273bc9-f73a-42a3-b390-6cb5899c6668,133.3594896,#C C hits a part of machine with left hand #unsure,Carpentry,Essential Operation,"High hand activity, likely associated with an action like striking or operating a tool.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,7.2675496,#C C picks an apron from a hook on a door with her right hand.,Cleaning,Object Transfer,Logistics step of picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,9.8948996,#C C wears the apron with both hands.,Cleaning,Object Transfer,Logistics step involving picking up and putting on the apron.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,16.7196396,#C C adjusts the faucet with her right hand.,Cleaning,Object Transfer,"Adjusting an object, involves picking and putting down.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,17.376379600000003,#C C picks a sponge from a sink on a kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,18.1610596,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,18.819039600000004,#C C washes both hands with the soap.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,19.6958896,#C C picks a bottle of dish soap from the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,20.948559600000003,#C C pours some dish soap in her right hand from the bottle of dish soap to the sponge in her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,22.9996696,#C C drops the bottle of dish soap on the kitchen counter.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the bottle of dish soap onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,23.9589096,#C C washes the sponge with water from the faucet with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,24.7892596,#C C picks a plate from the kitchen counter with both hands.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,26.616979600000004,#C C washes the plate with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,44.517019600000005,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the sponge onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,45.2234096,#C C washes the plate with water from the faucet with both hands.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,58.5975996,#C C drops the plate on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter can be interpreted as a deliberate placement of the plate onto a surface, which aligns with the 'Object Transfer' category.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,60.1906996,#C C picks a spoon from the kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,61.1330596,#C C drops the spoon in the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,61.975049600000006,#C C picks a pan from the kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,62.856069600000005,#C C washes the pan with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core task involving high hand activity and focused manual work.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,80.47790959999999,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action involves deliberately placing the sponge onto the kitchen counter, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,81.1131396,#C C washes the plate with water from the faucet with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,89.41016959999999,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics action involving a specific hand movement.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,95.7470996,#C C drops the pan on another pan on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action involves deliberately placing the pan onto another pan on the kitchen counter, which fits the criteria for Object Transfer.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,98.9313596,#C C picks up a spoon and chop sticks from the kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics/Setup step involving picking up objects.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,103.2108796,#C C picks up a plate from the kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,101.8611996,#C C drops the spoon and the chop sticks in the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,104.8282796,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,106.1341696,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a short burst of hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,106.9859996,#C C washes the plate with the sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,130.5026396,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,130.6661996,#C C rinses the plate with the water from the faucet with both hands.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,131.4831596,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the sponge on the kitchen counter is a deliberate placement of the object onto a surface, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,148.7531096,#C C drops the plate on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter is a deliberate placement, similar to the previous action of dropping the sponge. Both actions involve placing an object onto a surface.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,150.7709496,#C C picks up a spoon from the sink with her left hand.,Cleaning,Object Transfer,"Logistics step, picking up an object.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,151.4007096,#C C picks up a sponge from the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,152.16731959999998,#C C washes the spoon with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,159.8587996,#C C drops the spoon on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the spoon onto the kitchen counter can be interpreted as a deliberate placement, which fits the 'Object Transfer' category.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,161.8400896,#C C turns off the faucet with her left hand.,Cleaning,Object Transfer,"Turning off the faucet is a logistics step, involving a short burst of hand activity.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,162.80994959999998,#C C picks a scalpel from the sink with her left hand. #Unsure,Cleaning,Object Transfer,Logistics step of picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,163.8536996,#C C washes the scalpel with sponge with both hands. #Unsure,Cleaning,Essential Operation,Core task involving high hand activity and focused manual operation.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,169.17491959999998,#C C turns on the faucet with her right hand.,Cleaning,Essential Operation,Turning on the faucet is a core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,169.1949196,#C C washes the scalpel with water from the faucet with both hands. #Unsure,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,174.3144196,#C C drops the scalpel on the kitchen counter with her left hand. #Unsure,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the scalpel onto the kitchen counter can be interpreted as a deliberate placement of the object, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,174.6773996,#C C adjusts the plate and spoon on the kitchen counter with both hands.,Cleaning,Object Transfer,Logistics step involving the placement of objects.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,176.5847096,#C C picks a plate from the sink with her left hand.,Cleaning,Object Transfer,"Logistics step, picking up an object.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,177.0949396,#C C washes the spoon with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,188.2380996,#C C drops the plate on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter can be interpreted as a deliberate placement, even if it was done with more force than intended. This action involves moving an object to a specific location, which aligns with the 'Object Transfer' category.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,189.5410796,#C C picks the chopsticks from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,190.1220696,#C C washes the chopsticks with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,190.7770596,#C C picks another chopsticks from the sink with her right hand.,Cleaning,Object Transfer,Logistics step of picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,192.9375896,#C C adjusts the faucet with her right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,194.4337396,#C C washes the chopsticks with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core task involving high hand activity and manual operation.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,204.7192096,#C C drops the chopsticks on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the chopsticks onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,207.2205996,#C C adjusts the faucet with her left hand.,Cleaning,Essential Operation,Adjusting the faucet is a core manual task involving fine motor skills and high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,208.3364996,#C C picks up spoons from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up objects.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,210.1545896,#C C washes the spoons with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,214.9884696,#C C drops the spoons on the kitchen counter with her left hand.,Cleaning,Object Transfer,"The action involves placing objects (spoons) on a surface (kitchen counter), which is a logistics step.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,217.2074296,#C C picks up a plate from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,218.1852896,#C C washes the plate with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,228.6982396,#C C drops the plate on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter is a deliberate placement, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,230.5599296,#C C picks up cutlery from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,231.6658996,#C C washes the cutlery with water from the faucet and sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,247.9898496,#C C drops the cutlery on the kitchen counter with her left hand.,Cleaning,Object Transfer,"The action involves placing an object (cutlery) on a surface, which is a logistics step.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,252.9129796,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics action involving a specific object interaction.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,257.59281960000004,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,258.7434996,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,260.30942960000004,#C C drops the pot in the sink,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,253.8450196,#C C drains water into the sink from the pot with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,253.4217196,#C C picks a pot from the sink with her left hand.,Cleaning,Object Transfer,Logistics action involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,261.96772960000004,#C C picks the pot from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,263.9826396,#C C drops the pot in the sink,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,265.24796960000003,#C C switches on a switch with her left hand. #Unsure,Cleaning,Stationary,"Minimal body movement, switch action is quick and localized.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,266.16537960000005,#C C picks the pot from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,266.62071960000003,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,275.8055196,#C C switches off the switch with her left hand. #Unsure,Cleaning,Stationary,"Low body/hand motion, switching an object typically involves minimal movement.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,277.1397096,#C C picks the pot from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,277.27063960000004,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,278.21410960000003,#C C drains water into the sink from the pot with her left hand.,Cleaning,Essential Operation,Core task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,279.06449960000003,#C C washes the pot with the sponge with both hands.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,299.7180109546634,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,300.3692709546634,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the sponge on the kitchen counter is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,301.4860809546634,#C C washes the pot with water from the faucet with both hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,316.0254709546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific hand motion.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,318.8294609546634,#C C drops the pot on a kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the pot onto the kitchen counter is a deliberate placement, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,320.5765709546634,#C C picks up the sponge from the the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,321.5341809546634,#C C picks up a plate from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,323.8305009546634,#C C drops the plate in the sink.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,324.8511409546634,#C C picks up a plate from the sink with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,325.8925209546634,#C C washes the plate with the sponge with her right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,326.6328609546634,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,328.3097009546634,#C C washes the plate with the sponge and water from the faucet with her right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,345.7884809546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,348.7811809546634,#C C drops the plate on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the plate onto the kitchen counter is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,353.4202909546634,#C C picks a knife from a tray on the kitchen counter with her left hand.,Cleaning,Object Transfer,Logistics step involving picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,355.6655909546634,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,356.6733909546634,#C C washes the knife with the sponge and water from the faucet with her right hand.,Cleaning,Essential Operation,Core manual task involving high hand activity.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,360.7341509546634,#C C drops the knife on the kitchen counter with her left hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the knife onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,361.8852709546634,#C C picks the tray from the kitchen counter with her left hand.,Cleaning,Object Transfer,"Logistics step, picking up an object.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,364.7097209546634,#C C drops the sponge on the tray with her right hand.,Cleaning,Object Transfer,Refined via regex fallback,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,364.57165095466337,#C C places the tray under the faucet.,Cleaning,Object Transfer,Logistics step involving moving the tray to a specific location.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,365.5957309546634,#C C picks a bottle of dish wash soap from the kitchen counter with her right hand.,Cleaning,Object Transfer,Logistics action of picking up an object.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,366.7340109546634,#C C pours some dish wash soap on the sponge.,Cleaning,Essential Operation,Core task involving manual dexterity with the hands.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,368.37753095466337,#C C drops the bottle of dish wash soap on the kitchen counter.,Cleaning,Object Transfer,"[CtxFixed] The action involves deliberately placing the bottle of dish wash soap on the kitchen counter, which fits the definition of 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,369.2767909546634,#C C turns off the faucet with her right hand.,Cleaning,Object Transfer,Turning off the faucet is a logistics action involving a specific object interaction.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,369.7336809546634,#C C washes the tray with the sponge with her right hand.,Cleaning,Essential Operation,Core task involving manual activity with the hand.,silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,384.6176909546634,#C C drops the sponge on the kitchen counter with her right hand.,Cleaning,Object Transfer,"[CtxFixed] The action of dropping the sponge onto the kitchen counter is a deliberate placement, which fits the criteria for 'Object Transfer'.",silver
516c9abc-dbf3-4f87-b78e-db0ab9d657ea,385.4350009546634,#C C turns on the faucet with her right hand.,Cleaning,Object Transfer,Turning on the faucet is a logistics step involving a specific action with the hand.,silver
