action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Essential Operation,12,#C C pour some liquid soap on the sponge.,"Core task involving manual pouring, high hand activity.",r001,Cooking,Gold,1961.917460954663,a9c13069-d229-4e09-92e8-bd6cf3c3448a
Object Transfer,12,#C C picks the sponge in the bowl.,Logistics step involving picking up an object.,r001,Cooking,Gold,2036.9172409546632,a9c13069-d229-4e09-92e8-bd6cf3c3448a
Object Transfer,12,#C C drops the frying pan on the stander on the microwave.,"[CtxFixed] The action involves deliberately placing the frying pan onto the stander on the microwave, which fits the criteria for a deliberate placement.",r001,Cooking,Gold,2156.311640954664,a9c13069-d229-4e09-92e8-bd6cf3c3448a
Essential Operation,12,#C C pours the water in the pot into the sink.,Logistics step involving pouring from one container to another.,r001,Cooking,Gold,2186.9593909546634,a9c13069-d229-4e09-92e8-bd6cf3c3448a
Essential Operation,12,#C C unplugs the mixer power base from the socket. #unsure,Logistics action involving a hand-held object (unplugging).,r001,Cooking,Gold,2229.824890954664,a9c13069-d229-4e09-92e8-bd6cf3c3448a
Object Transfer,12,#C C puts the cup inside the rack,Logistics step involving the placement of an object.,r001,Cleaning,Gold,114.3353786,a9e20b99-1b55-4b0c-ba84-415289646fca
Essential Operation,12,#C C scrubs the cooking pan,Core task involving high hand activity.,r001,Cleaning,Gold,150.45131859999998,a9e20b99-1b55-4b0c-ba84-415289646fca
Essential Operation,12,#C C rinses the cooking pot,Core manual task involving high hand activity.,r001,Cleaning,Gold,214.4477886,a9e20b99-1b55-4b0c-ba84-415289646fca
Essential Operation,12,#C C scrubs the measuring jar,Core manual task involving high hand activity.,r001,Cleaning,Gold,249.7660486,a9e20b99-1b55-4b0c-ba84-415289646fca
Locomotion,12,#C C cycles away from a cyclist Y.,"Body moving through space (cycling), high body acceleration.",r001,Walking Outdoors,Gold,837.37393,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C The skater B skates past C.,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,908.9426,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C C cycles away towards a skater B.,"Body moving through space, indicating movement or travel.",r001,Walking Outdoors,Gold,908.9426,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C A cyclist B cycles past C.,"The action involves movement through space, specifically cycling.",r001,Walking Outdoors,Gold,1318.4692733333334,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C A cyclist Y cycles towards C.,"Movement through space, indicative of cycling which involves significant whole-body acceleration.",r001,Walking Outdoors,Gold,1437.1789633333333,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C C cycles ahead of cyclist X.,"Cycling involves movement through space, high body acceleration.",r001,Walking Outdoors,Gold,1904.2371666666668,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#O A cyclist X cycles on a road with a bicycle.,"Body moving through space (cycling), high body acceleration.",r001,Walking Outdoors,Gold,1907.4714266666667,ac66d197-8177-45cb-a75c-1a870321b58e
Stationary,12,#O The cyclist X raises his right hand to his head.,"Head movement (raising hand to head), hands and body otherwise stationary.",r001,Walking Outdoors,Gold,2127.764886,ac66d197-8177-45cb-a75c-1a870321b58e
Stationary,12,#C C gesticulates with his left hand.,"Low body motion, focused hand gesture.",r001,Walking Outdoors,Gold,2128.532966,ac66d197-8177-45cb-a75c-1a870321b58e
Stationary,12,#O The cyclist X places his right hand on the handlebar of the bicycle..,"The action describes a preparatory movement for cycling, which is a form of locomotion.",r001,Walking Outdoors,Gold,2142.848086,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#O The cyclist X cycles on the road with both legs on the bicycle.,"Body moving through space, indicative of movement involving cycling.",r001,Walking Outdoors,Gold,2146.809066,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#C A cyclist Y cycles past C.,"The action involves movement through space, specifically cycling which is a form of locomotion.",r001,Walking Outdoors,Gold,3004.146363333333,ac66d197-8177-45cb-a75c-1a870321b58e
Locomotion,12,#O The cyclist X cycles into a garage.,"Body moving through space, in this case, cycling into a garage.",r001,Walking Outdoors,Gold,3169.678993333333,ac66d197-8177-45cb-a75c-1a870321b58e
Object Transfer,12,#C C takes the cooking pan,Logistics/Setup step (moving an object).,r001,Cooking,Gold,18.3767886,ae0300cd-994f-4e7d-9d61-78c823c292b6
Essential Operation,12,#C C breaks the eggshell,Core task involving manual dexterity and high hand activity.,r001,Cooking,Gold,52.1857786,ae0300cd-994f-4e7d-9d61-78c823c292b6
Object Transfer,12,#C C puts a packet on the kitchen slab,Logistics step involving picking up and placing an object.,r001,Cooking,Gold,70.11530859999999,ae0300cd-994f-4e7d-9d61-78c823c292b6
Object Transfer,12,#C C puts a grater on the kitchen slab,Logistics step involving placing an object.,r001,Cooking,Gold,126.5270986,ae0300cd-994f-4e7d-9d61-78c823c292b6
Object Transfer,12,#C C puts butter on the kitchen slab,Logistics step of moving the butter to the slab.,r001,Cooking,Gold,126.5270986,ae0300cd-994f-4e7d-9d61-78c823c292b6
Stationary,12,#C C holds the packet,"Low body/hand motion, holding an object without movement.",r001,Cooking,Gold,225.1206586,ae0300cd-994f-4e7d-9d61-78c823c292b6
Stationary,12,#C C holds baby X,"Holding a baby involves low body and hand motion, typically while standing or sitting.",r001,Walking Outdoors,Gold,8.6532786,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Object Transfer,12,#C C puts plate on the table,Logistics step involving placing an object.,r001,Walking Outdoors,Gold,534.1374952666667,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Essential Operation,12,#C C touches the fries,"High hand activity, likely involves handling food.",r001,Walking Outdoors,Gold,573.8759052666667,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Essential Operation,12,#C C pours sauce in the plate,Core task involving manual activity with the hands.,r001,Walking Outdoors,Gold,593.1295952666667,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Object Transfer,12,#C C places plate in the kitchen counter,"Logistics step of placing an object, short burst of hand activity.",r001,Walking Outdoors,Gold,630.9648952666668,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Essential Operation,12,#C C stirs food with the lid,Core manual task involving high hand activity.,r001,Walking Outdoors,Gold,642.0653452666668,b2017f8e-32fd-4b52-81e1-1b287b6fd9c6
Locomotion,12,#C C walks towards another room,"Body moving through space, indicative of walking.",r001,Cleaning,Gold,0.1482279896484511,b46da39f-a64d-43f3-bc43-f601e256c9df
Essential Operation,12,#C C plays with a reed instrument.,Core manual task involving hand manipulation of the instrument.,r001,Playing Instrument,Gold,31.314988600000003,b818d104-1dcd-4b1f-ae38-2166f0347514
Stationary,12,#C C holds the saxophone in her right hand,"The action describes holding an instrument, which involves minimal movement.",r001,Playing Instrument,Gold,317.5477786,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C taps the phone with her left hand finger,"Short burst of hand activity, likely while in a stationary position.",r001,Playing Instrument,Gold,364.7536586000001,b818d104-1dcd-4b1f-ae38-2166f0347514
Stationary,12,#C C holds the saxophone with both hands,"Low energy, hands holding the instrument without movement.",r001,Playing Instrument,Gold,366.5787686000001,b818d104-1dcd-4b1f-ae38-2166f0347514
Search,12,#C C looks at the saxophone,"Head movement (visual inspection), hands mostly still.",r001,Playing Instrument,Gold,461.1045586,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C blows air on the saxophone key,Core task involving fine hand and breath control.,r001,Playing Instrument,Gold,461.7784786,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C operates the phone with her right hand,Core manual task involving high hand activity.,r001,Playing Instrument,Gold,587.6883590771272,b818d104-1dcd-4b1f-ae38-2166f0347514
Object Transfer,12,#C C moves the saxophone to her mouth,"The action involves moving the saxophone to the mouth, which is a logistics step.",r001,Playing Instrument,Gold,649.2626890771272,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C wipes the saxophone mouth piece with her left hand,"Low body/hand motion, focused on cleaning a specific part.",r001,Playing Instrument,Gold,770.1092290771272,b818d104-1dcd-4b1f-ae38-2166f0347514
Stationary,12,#C C holds the reed instrument.,"Low body/hand motion, indicating a preparatory or idle stance.",r001,Playing Instrument,Gold,907.2929270478852,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C slides his hand on the mouthpiece.,Core task involving high hand activity on the instrument.,r001,Playing Instrument,Gold,913.100817047885,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C plays the reed instrument,Core task involving manual operation of the instrument.,r001,Playing Instrument,Gold,1150.176927047885,b818d104-1dcd-4b1f-ae38-2166f0347514
Stationary,12,#C C holds a mouthpiece.,"Low body/hand motion, holding an object without movement.",r001,Playing Instrument,Gold,2223.502897144922,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C pulls the mouthpiece on #unsure,"The action involves a core task related to playing the instrument, which requires precise hand movements.",r001,Playing Instrument,Gold,2223.606367144922,b818d104-1dcd-4b1f-ae38-2166f0347514
Object Transfer,12,#C C moves his phone on the other side of the song book.,Moving an object (the phone) to a different location.,r001,Playing Instrument,Gold,2232.923677144922,b818d104-1dcd-4b1f-ae38-2166f0347514
Object Transfer,12,#C C drops the reed instrument.,"[CtxFixed] The action of dropping the reed instrument is a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r001,Playing Instrument,Gold,2477.024607144922,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C wipes the instrument,"Low body/hand motion, cleaning activity.",r001,Playing Instrument,Gold,3256.798991956934,b818d104-1dcd-4b1f-ae38-2166f0347514
Stationary,12,#C C holds the instrument,"Low body/hand motion, holding the instrument without playing it.",r001,Playing Instrument,Gold,3258.213581956934,b818d104-1dcd-4b1f-ae38-2166f0347514
Essential Operation,12,#C C applies #unsure on the dough with the knife,Core task involving manual manipulation with the knife on the dough.,r001,Cooking,Gold,164.68769859999998,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C stirs #unsure with the knife,Core task involving high hand activity.,r001,Cooking,Gold,168.19019859999997,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the parchment paper from the drawer,"Logistics/Setup step, involves picking up an object.",r001,Cooking,Gold,633.2177421677084,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the flour from the packet,Logistics step involving picking up an object.,r001,Cooking,Gold,648.0316921677083,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C moves the towel on the oven,"Low energy activity, possibly wiping or cleaning the oven without significant movement.",r001,Cooking,Gold,692.9017621677084,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C takes dough from the bowl,Logistics step involving picking up the dough from the bowl.,r001,Cooking,Gold,718.7348721677083,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C puts the spatula on the bowl,Logistics step involving picking up and placing down objects.,r001,Cooking,Gold,736.4627721677084,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the glass jar,Logistics step involving picking up an object.,r001,Cooking,Gold,756.0202121677083,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the dough,"Logistics step, picking up an object.",r001,Cooking,Gold,814.3834021677084,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C puts the dough on the kitchen counter,"Logistics step of placing an object, short burst of hand activity.",r001,Cooking,Gold,832.2903927881418,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the rolling pin,Logistics step involving picking up an object.,r001,Cooking,Gold,845.6413627881418,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C flattens the dough with the rolling pin,Core manual task involving high hand activity.,r001,Cooking,Gold,1174.4669152666663,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C scoops #unsure from the container with a spoon,"Core task involving manual scooping with a spoon, high hand activity.",r001,Cooking,Gold,1349.5020652666667,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up a spoon from the glass container,Logistics/Setup step involving picking up an object.,r001,Cooking,Gold,1359.0472252666666,b9c91169-7019-4bfa-8a63-97df8cbefe97
Object Transfer,12,#C C picks up the parchment paper,Logistics step involving picking up an object.,r001,Cooking,Gold,1519.967245369522,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C pours #unsure on the dough,Core task involving manual activity with hands.,r001,Cooking,Gold,1741.066678834375,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C applies the cooking oil on the dough with the wooden pastry brush,Core task involving high hand activity.,r001,Cooking,Gold,2096.017369386465,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C applies oil on the wooden pastry brush from the plate,Core task involving high hand activity.,r001,Cooking,Gold,2122.912979386465,b9c91169-7019-4bfa-8a63-97df8cbefe97
Essential Operation,12,#C C applies #unsure on the pastry brush,"Core task involving manual application, high hand activity.",r001,Cooking,Gold,2175.1846464401697,b9c91169-7019-4bfa-8a63-97df8cbefe97
Locomotion,12,#C C Rides a motorbike on the road,"Body moving through space, high body acceleration.",r001,Mechanical Repair,Gold,43.8421586,bdb29a9e-d6d4-4918-9870-464abeae48d2
Locomotion,12,#C C Rides a motorbike on a toll station,"Body moving through space, high body acceleration.",r001,Mechanical Repair,Gold,483.45846860000006,bdb29a9e-d6d4-4918-9870-464abeae48d2
Search,12,#C C Looks around a toll station,"Head movement (visual search), hands mostly still.",r001,Mechanical Repair,Gold,600.1674686,bdb29a9e-d6d4-4918-9870-464abeae48d2
Essential Operation,12,#O A man z hands c a mobile phone,"The action involves handing an object (mobile phone), which is a logistics step.",r001,Mechanical Repair,Gold,662.3100786,bdb29a9e-d6d4-4918-9870-464abeae48d2
Object Transfer,12,#C C Puts a mobile phone in his pocket,"Action involves placing an object into a pocket, which is a logistics step.",r001,Mechanical Repair,Gold,667.0784886,bdb29a9e-d6d4-4918-9870-464abeae48d2
Locomotion,12,#O A lady x walks around a garage,"The action involves movement through space, which corresponds to locomotion.",r001,Mechanical Repair,Gold,1116.8707542879963,bdb29a9e-d6d4-4918-9870-464abeae48d2
Locomotion,12,#O A lady x walks around a room,"The action involves movement through space, which is characteristic of locomotion.",r001,Mechanical Repair,Gold,1153.788474287997,bdb29a9e-d6d4-4918-9870-464abeae48d2
Object Transfer,12,#C C picks up a mudguard from the auto lift with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,36.74594,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C transfers the spanner from his left hand to his right hand.,"The action involves moving an object between hands, which is a logistics step.",r001,Mechanical Repair,Gold,41.05381,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C drops the spanner on the auto lift with his right hand.,"[CtxFixed] The action involves deliberately placing the spanner onto the auto lift, which fits the definition of a deliberate placement.",r001,Mechanical Repair,Gold,42.28572,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the mudguard with his left hand.,"The action describes holding an object, which involves minimal movement.",r001,Mechanical Repair,Gold,46.8199,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the carburetor connected to the hose with his right hand.,"The action involves holding an object, which implies a low level of movement.",r001,Mechanical Repair,Gold,54.38903,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C places his right hand on the floor.,The action describes a static position with minimal to no motion.,r001,Mechanical Repair,Gold,63.69223,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C fixes the chuck on the hand drill with his left hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,92.09858,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C moves the mudguard with his left hand.,"Moving an object (mudguard), short burst of hand acceleration.",r001,Mechanical Repair,Gold,137.25798,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C moves the mudguard with his right hand.,"The action involves moving an object (mudguard), which is a logistics step.",r001,Mechanical Repair,Gold,163.02568,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C repositions the hose on the scooter motorcycle with his left hand.,"Repositioning an object, involves logistics and setup.",r001,Mechanical Repair,Gold,164.1778,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C drops the screw driver on the auto lift with his right hand.,"[CtxFixed] The action of dropping the screwdriver onto the auto lift can be interpreted as a deliberate placement of the object onto a surface, which fits the criteria for 'Object Transfer'.",r001,Mechanical Repair,Gold,170.46861,bedaa131-deae-4279-9fd4-5b6ab552644c
Locomotion,12,#C C walks towards the scooter motorcycle.,"Body moving through space, indicative of walking.",r001,Mechanical Repair,Gold,194.82172,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C turns the the attached piston and chuck in the scooter motorcycle with his right hand. #Unsure,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,198.54822,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the scooter motorcycle with both hands.,"Holding an object with both hands indicates a low-energy, stationary action.",r001,Mechanical Repair,Gold,235.1969,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C shakes the scooter motorcycle with his right hand. #Unsure,"[CtxFixed] Shaking the scooter motorcycle could be an attempt to check its stability or functionality, which is part of essential operations when handling a vehicle.",r001,Mechanical Repair,Gold,246.43171,bedaa131-deae-4279-9fd4-5b6ab552644c
Locomotion,12,#C C mounts the scooter motorcycle.,"Body movement to mount the scooter, involves high body acceleration.",r001,Mechanical Repair,Gold,253.99197,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C bends the steering of the scooter motorcycle with both hands.,Core task involving high hand activity.,r001,Mechanical Repair,Gold,271.87726,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up a metal bar from the drawer with his left hand.,Logistics/Setup step involving picking up an object.,r001,Mechanical Repair,Gold,287.33435,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C drops the bar into the drawer with his right hand. #Unsure,"[CtxFixed] The action of dropping the bar into the drawer is a deliberate placement, which fits the definition of 'Object Transfer'.",r001,Mechanical Repair,Gold,307.301,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C shakes his right hand.,"[CtxFixed] Shaking one's hand is often a minor, involuntary action and does not involve movement that would classify it under any of the other categories. It is more appropriate to categorize it as 'Stationary' since the primary action (holding the spring fork) remains unchanged.",r001,Mechanical Repair,Gold,427.63041,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C transfers the screws to his left hand.,Logistics step involving the movement of objects between hands.,r001,Mechanical Repair,Gold,447.82029,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up another screw from the auto lift with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,448.48967,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C cleans his hands with the piece of tissue.,Core manual task involving hand activity.,r001,Mechanical Repair,Gold,459.57963,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C removes a screw on the spanner with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,510.02666,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up the wrench from the floor with his right hand.,Logistics action of picking up an object.,r001,Mechanical Repair,Gold,524.43597,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C lets go of the caliper brake assembly in his left hand.,"[CtxFixed] The action of letting go of the caliper brake assembly appears to be a part of the essential operation of disassembling the brake system, rather than an object transfer or a mistake.",r001,Mechanical Repair,Gold,536.3407646666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Locomotion,12,#C C walks towards a storage shelf.,"Body moving through space, indicative of walking.",r001,Mechanical Repair,Gold,559.7689966666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Locomotion,12,#C C walks towards another storage shelf.,Body moving through space (walking).,r001,Mechanical Repair,Gold,574.7337966666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C opens the pack of brake pad with both hands.,"The action involves opening a package, which is a logistics step involving short bursts of hand acceleration.",r001,Mechanical Repair,Gold,582.2664666666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up the plier from his leg with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,593.7995266666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C fixes the brake pad into the caliper brake pad assembly with his right hand.,Core manual task involving fine motor skills and high hand activity.,r001,Mechanical Repair,Gold,627.4889666666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the white rag with both hands.,Holding the rag with both hands indicates a pause or preparatory stance with minimal motion.,r001,Mechanical Repair,Gold,670.6032066666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the caliper brake pad assembly on the tire with his left hand.,Holding an object without moving it classifies as a stationary action.,r001,Mechanical Repair,Gold,699.9687666666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C inserts the screw into the caliper brake assembly with his right hand.,Core manual task involving precise hand movements.,r001,Mechanical Repair,Gold,701.3352666666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the screw with both hands.,"Low body/hand motion, holding position.",r001,Mechanical Repair,Gold,710.6857066666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C drops the screw driver on the floor with his left hand. #Unsure,Refined via regex fallback,r001,Mechanical Repair,Gold,721.6329766666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C fixes the caliper brake assembly into the tire with both hands.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,722.5451766666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C throws the piece of paper into the trash can with his left hand.,"The action involves picking up and disposing of an object, which is a logistics step.",r001,Mechanical Repair,Gold,855.2506366666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C turns the screw driver inside the oil compartment with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,881.7647666666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C touches the second piece of paper with his right hand.,"Action involves touching an object, indicating a transfer or interaction with it.",r001,Mechanical Repair,Gold,884.2432566666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C opens a drawer on a cabinet with his left hand.,Logistics step involving opening a drawer.,r001,Mechanical Repair,Gold,888.4259766666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C inserts the spanner into the caliper brake assembly with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,927.6201166666668,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C presses the brake lever on the scooter with his left hand.,Core task involving manual operation with high hand activity.,r001,Mechanical Repair,Gold,948.8689366666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the brake lever with his right hand.,"Low body/hand motion, holding an object.",r001,Mechanical Repair,Gold,967.6393366666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Essential Operation,12,#C C interacts with the man X. #Unsure,Interacting with someone typically involves low body and hand motion.,r001,Mechanical Repair,Gold,1027.4105966666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the spanner on the caliper brake assembly with his right hand.,"Low body/hand motion, holding an object.",r001,Mechanical Repair,Gold,1032.9059866666666,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C puts his hands together.,"Low body/hand motion, likely preparing to perform a task.",r001,Mechanical Repair,Gold,1060.7717666666667,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C inserts a screw into the lid on the oil compartment with his right hand.,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,1070.4040513333334,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up the spanner from the floor with his right hand.,Logistics action involving picking up an object.,r001,Mechanical Repair,Gold,1109.8650333333333,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C picks up a white rag from the cabinet with his right hand.,Logistics step involving picking up an object.,r001,Mechanical Repair,Gold,1126.2086433333334,bedaa131-deae-4279-9fd4-5b6ab552644c
Stationary,12,#C C holds the hand grip of the scooter with his left hand.,"Holding an object without moving, low energy activity.",r001,Mechanical Repair,Gold,1137.6273033333334,bedaa131-deae-4279-9fd4-5b6ab552644c
Object Transfer,12,#C C pulls a carpet on the car boot,The action involves moving an object (carpet) to a specific location (car boot).,r001,Playing Instrument,Gold,42.51915,bfde0e71-dbdb-468c-bf5b-3b9f6cb577ce
Stationary,12,#O man Y holds a carpet,"The action described does not involve any significant movement or task, indicating a low-energy state.",r001,Playing Instrument,Gold,86.6219,bfde0e71-dbdb-468c-bf5b-3b9f6cb577ce
Essential Operation,12,#C C rolls a tyre with his left hand,Core manual task involving high hand activity.,r001,Mechanical Repair,Gold,0.6051996,c0028015-e421-470b-9373-9611b33ac3f8
Object Transfer,12,#C C drops hand from her head.,"[CtxFixed] The action involves moving the hand from the head, which can be considered a deliberate placement of the hand onto another surface or back to the side, thus fitting the 'Object Transfer' category.",r001,Desk Work,Gold,330.4389409546634,c0048675-8810-46dc-af51-bca6471b68b1
Stationary,12,#C C holds her toes.,"Low body/hand motion, likely involves stretching or relaxing which doesn't involve significant movement.",r001,Desk Work,Gold,828.4150409546634,c0048675-8810-46dc-af51-bca6471b68b1
Stationary,12,#C C holds her legs.,"Low body/hand motion, implies idle or resting state.",r001,Desk Work,Gold,971.7855109546634,c0048675-8810-46dc-af51-bca6471b68b1
Stationary,12,#C C places her hand on her soles.,"Low body/hand motion, indicating a resting or idle state.",r001,Desk Work,Gold,1046.3356509546634,c0048675-8810-46dc-af51-bca6471b68b1
Locomotion,12,#C C turns left with a bicycle,Body moving through space with directional change.,r001,Walking Outdoors,Gold,493.17307,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Search,12,#C C looks sideways,Looking sideways indicates a pause in movement with low body and hand activity.,r001,Walking Outdoors,Gold,902.66449,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Object Transfer,12,#O man Y drops the book on the floor,Refined via regex fallback,r001,Walking Outdoors,Gold,2499.30524,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Locomotion,12,#C C follows man Y to a room,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,2530.01864,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Search,12,#C C looks at the room,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,2535.6952,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Essential Operation,12,#C C closes the door in a room,"The action of closing a door is a brief, localized movement and does not involve continuous locomotion or significant body movement.",r001,Walking Outdoors,Gold,2594.09206,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Object Transfer,12,#C C picks kid A from the floor,Logistics step involving picking up an object (the kid).,r001,Walking Outdoors,Gold,2623.52195,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Object Transfer,12,#C C picks the dog leash from the counter,Logistics step of picking up an object.,r001,Walking Outdoors,Gold,2630.15373,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
Locomotion,12,#O Man W stands,Body moving through space (standing up or walking).,r001,Walking Outdoors,Gold,2933.42869,c05389ca-2d74-4889-a8dd-a0f89d28a4b7
