action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Task Operation,2,,4,6679,,no,0,0.0,0,#C C irons the hand of the shirt with the iron,irons hand of shirt with iron,Core task involving manual operation with high hand activity.,r002,Mechanical Repair,,2749.8719342879967,Gold,ad09372b-2863-4de9-a86c-c46b2f502fe4,no
Task Operation,2,,5,4475,,no,0,0.0,0,#C C continues ironing the cloth on the ironing table,continues ironing cloth on ironing table,Core task involving manual activity with hands.,r002,Mechanical Repair,,2985.0346542879965,Gold,ad09372b-2863-4de9-a86c-c46b2f502fe4,no
Object Transfer,2,,5,5064,,no,0,0.0,0,#C C picks up the iron on the ironing table,picks up iron on ironing table,Logistics step involving picking up an object.,r002,Mechanical Repair,,2990.4344342879967,Gold,ad09372b-2863-4de9-a86c-c46b2f502fe4,no
Object Transfer,2,,14,707,,no,0,0.0,0,#C C drops the cloth on the bed,drops cloth on bed,"[CtxFixed] The action of dropping the cloth onto the bed is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",r002,Mechanical Repair,,3086.038434287997,Gold,ad09372b-2863-4de9-a86c-c46b2f502fe4,no
Object Transfer,2,,3,10080,,no,0,0.0,0,#C C drops the trousers on the ironing table,drops trousers on ironing table,"The action involves placing an object (trousers) on a surface, which is a logistics step.",r002,Mechanical Repair,,3089.2504842879966,Gold,ad09372b-2863-4de9-a86c-c46b2f502fe4,no
Stationary,2,Object Transfer,4,5866,watchlist_verb,yes,0,0.0,0,#C C adjusts the trousers on the ironing table,adjusts trousers on ironing table,"The action describes a fine adjustment, likely involving minimal movement.",r002,Mechanical Repair,,3108.7961642879964,Bad,ad09372b-2863-4de9-a86c-c46b2f502fe4,yes
Stationary,2,Object Transfer,3,9052,watchlist_verb,yes,0,0.0,0,#C C moves the clothes on the bed,moves clothes on bed,Moving clothes on a bed likely involves minimal body movement and is not a locomotion or active task.,r002,Mechanical Repair,,3139.3766242879965,Bad,ad09372b-2863-4de9-a86c-c46b2f502fe4,yes
Task Operation,2,Stationary,3,9356,watchlist_verb,yes,0,0.0,1,#C C touches her face with her right hand #unsure,touches her face with her right hand,"[CtxFixed] Touching one's face is generally considered an essential operation, such as adjusting glasses, wiping sweat, or applying lotion.",r002,Mechanical Repair,,3323.924810954663,Bad,ad09372b-2863-4de9-a86c-c46b2f502fe4,yes
Task Operation,2,Object Transfer,10,1429,,no,0,0.0,0,#O A person B picks food from the pot,person b picks food from pot,Core manual task involving hand activity to pick food.,r002,Walking Outdoors,,651.58713,Bad,bc31a74e-0c1f-499b-af02-80dad77ed163,no
Task Operation,2,Object Transfer,11,1176,,no,0,0.0,0,#O A person B places food on the plate with a spoon,person b places food on plate with spoon,Core manual task involving high hand activity.,r002,Walking Outdoors,,654.67445,Bad,bc31a74e-0c1f-499b-af02-80dad77ed163,no
Object Transfer,2,,6,3753,,no,0,0.0,0,#C C places the tray on a counter,places tray on counter,"Action involves placing an object, which is a logistics step with short bursts of hand acceleration.",r002,Walking Outdoors,,869.49466,Gold,bc31a74e-0c1f-499b-af02-80dad77ed163,no
Task Operation,2,Object Transfer,15,676,,no,0,0.0,0,#C C takes the food with the spoon,takes food with spoon,Core manual task involving high hand activity.,r002,Walking Outdoors,,1367.20427,Bad,bc31a74e-0c1f-499b-af02-80dad77ed163,no
Stationary,2,,5,4375,watchlist_verb,yes,0,0.0,0,#C C touches the motorcycle with his left hand.,touches motorcycle with his left hand,"Low body/hand motion, likely inspecting or pausing.",r002,Mechanical Repair,,4.97351,Gold,bc864bb2-d346-4b99-a11a-bb320a563277,yes
Task Operation,2,,4,8380,,no,0,0.0,0,#C C unfastens the screw with both hands.,unfastens screw with both hands,Core manual task involving high hand activity.,r002,Mechanical Repair,,7.3209,Gold,bc864bb2-d346-4b99-a11a-bb320a563277,no
Object Transfer,2,,3,9551,,no,0,0.0,0,#C C brings out the screw with his left hand.,brings out screw with his left hand,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,11.83685,Gold,bc864bb2-d346-4b99-a11a-bb320a563277,no
Locomotion,2,,5,5725,,no,0,0.0,0,#C C walks infront on the highway,walks infront on highway,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,831.0545,Gold,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Stationary,2,,6,3521,,no,0,0.0,0,#C C looks infront,looks infront,Looking in a direction involves minimal body movement.,r002,Walking Outdoors,,842.19059,Gold,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Locomotion,2,,4,6684,,no,0,0.0,0,#C C jogs on the pavement.,jogs on pavement,Body moving through space at a faster pace than walking.,r002,Walking Outdoors,,2208.58283,Gold,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Locomotion,2,,5,4793,,no,0,0.0,0,#O Man W walks with a dog,man w walks with dog,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,2757.23862,Gold,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Search,2,Stationary,7,2701,,no,0,0.0,0,#C C looks behind at man K,looks behind at man k,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,,2990.7618,Bad,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Locomotion,2,,5,4830,,no,0,0.0,0,#O A man Y walks a dog,man y walks dog,Body moving through space (walking).,r002,Walking Outdoors,,3267.47674,Gold,c05389ca-2d74-4889-a8dd-a0f89d28a4b7,no
Stationary,2,,10,1370,,no,0,0.0,0,#C C converses to man Y,converses to man y,Low body/hand motion during conversation.,r002,Cleaning,,4.2478686,Gold,c0798284-c1c1-416d-9a26-17a8ff94a2e9,no
Stationary,2,,6,3554,,no,0,0.0,0,#O man Y responds to C,man y responds to,"Low body/hand motion, likely involves speaking.",r002,Cleaning,,13.606448599999998,Gold,c0798284-c1c1-416d-9a26-17a8ff94a2e9,no
Stationary,2,,5,4818,,no,0,0.0,0,#O man Y converses to C,man y converses to,"Low body/hand motion, likely involves speaking.",r002,Cleaning,,77.7292586,Gold,c0798284-c1c1-416d-9a26-17a8ff94a2e9,no
Locomotion,2,,5,4538,,no,0,0.0,0,#C C drives the car forward with both hands on the steering wheel,drives car forward with both hands on steering wheel,"Body moving through space, controlled by hand movements.",r002,Mechanical Repair,,17.840698600000003,Gold,c191e945-f7a1-4017-a2c0-8f9863c77ab1,no
Object Transfer,2,Task Operation,3,10862,,no,0,0.0,0,#C C packs some soil from the pot of soil with the shovel in his right hand.,packs soil from pot of soil with shovel in his right hand,"The action involves moving soil from one location to another, which is a logistics step.",r002,Gardening,,95.0208086,Bad,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,5,5424,,no,0,0.0,0,#C C removes dried leaves and twigs from the soil on the shovel with his left hand.,removes dried leaves and twigs from soil on shovel with his left hand,Core manual task involving high hand activity.,r002,Gardening,,97.6415486,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,5,5218,,no,0,0.0,0,#C C presses the soil in the flower pot with both hands.,presses soil in flower pot with both hands,Core task involving high hand activity.,r002,Gardening,,171.3635186,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,4,7077,,no,0,0.0,0,#C C picks the cutting pliers from the ground with his right hand.,picks cutting pliers from ground with his right hand,Logistics step of picking up an object.,r002,Gardening,,208.1655986,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,4,6463,,no,0,0.0,0,#C C drops the cutting pliers on the ground with his right hand.,drops cutting pliers on ground with his right hand,"[CtxFixed] The action of dropping the cutting pliers onto the ground is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Gardening,,224.9457886,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,4,7918,,no,0,0.0,0,#C C removes some dried leaves from the soil on the shovel with his left hand.,removes dried leaves from soil on shovel with his left hand,Core task involving manual labor with high hand activity.,r002,Gardening,,727.5186686000001,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,5,4505,,no,0,0.0,0,#C C cuts the plant stem with the cutting pliers.,cuts plant stem with cutting pliers,Core task involving high hand activity.,r002,Gardening,,1254.09447762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,3,11089,,no,0,0.0,0,#C C picks a bucket from the floor with his right hand,picks bucket from floor with his right hand,Logistics step involving picking up an object.,r002,Gardening,,1375.49109762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,4,7472,,no,0,0.0,0,#C C pours some soil from the other vase into the vase,pours soil from other vase into vase,Logistics of transferring soil from one vase to another.,r002,Gardening,,1418.83553762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,5,4944,,no,0,0.0,0,#C C picks some dirt from the vase with his hands,picks dirt from vase with his hands,Logistics action involving picking up and handling an object (dirt).,r002,Gardening,,1423.63291762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,4,7081,,no,0,0.0,0,#C C picks some dirt from the vase with his left hand,picks dirt from vase with his left hand,Logistics step of picking up the dirt.,r002,Gardening,,1451.68454762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,3,9546,,no,0,0.0,0,#C C breaks the soil in the vase with his hands,breaks soil in vase with his hands,Core task involving high hand activity.,r002,Gardening,,1464.99766762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,Task Operation,4,6950,,no,0,0.0,0,#C C packs some soil from the other vase with his left hand,packs soil from other vase with his left hand,Logistics step involving picking up and moving soil.,r002,Gardening,,1496.04470762133,Bad,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,5,4323,watchlist_verb,yes,0,0.0,0,#C C moves some vases on the floor with his hands,moves vases on floor with his hands,"Logistics of moving objects, short bursts of hand acceleration.",r002,Gardening,,1541.26303762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,yes
Object Transfer,2,,3,9157,watchlist_verb,yes,0,0.0,0,#C C moves the shears on the floor with his right hand,moves shears on floor with his right hand,Moving an object (shears) from one location to another.,r002,Gardening,,1550.3436576213298,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,yes
Object Transfer,2,,3,10011,,no,0,0.0,0,#C C drops the plier on the floor,drops plier on floor,Refined via regex fallback,r002,Gardening,,1661.92196762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,4,8041,,no,0,0.0,0,#C C scoops out some soil from the sack with the trowel,scoops out soil from sack with trowel,"Core task involving manual operation with tools, high hand activity.",r002,Gardening,,1762.94216762133,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,6,3597,,no,0,0.0,0,#C C picks another seed from the floor with his right hand,picks another seed from floor with his right hand,"The action involves picking up an object, which is a logistics step.",r002,Gardening,,2142.3533272879968,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,8,2091,,no,0,0.0,0,#C C drops the other seed in the other vase,drops other seed in other vase,"[CtxFixed] The action involves deliberately placing the seed into the vase, which fits the definition of a deliberate placement.",r002,Gardening,,2143.523537287997,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Object Transfer,2,,3,11467,,no,0,0.0,0,#C C picks a trowel from the floor with his right hand,picks trowel from floor with his right hand,Logistics step of picking up an object.,r002,Gardening,,2249.6576219333333,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Task Operation,2,,3,11933,,no,0,0.0,0,#C C pours the soil into some vases,pours soil into vases,"Core task involving manual pouring, high hand activity.",r002,Gardening,,2367.5350919333337,Gold,c8e1a3d0-517b-4553-9621-e14776992fde,no
Stationary,2,,9,1589,watchlist_verb,yes,0,0.0,0,#C C holds a game console with his right hand.,holds game console with his right hand,"Low body/hand motion, holding position.",r002,Playing Instrument,,48.1638396,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,yes
Object Transfer,2,,6,3934,,no,0,0.0,0,#C C returns the cup back to the table.,returns cup back to table,Logistics step involving picking up and placing down an object.,r002,Playing Instrument,,310.3094109546634,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Task Operation,2,,6,3567,,no,0,0.0,0,#C C operates the game pad.,operates game pad,Core task involving high hand activity.,r002,Playing Instrument,,317.3043309546634,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Object Transfer,2,Stationary,4,7932,,no,0,0.0,0,#C C removes his left hand from the game pad.,removes his left hand from game pad,"Removing hand from the game pad, a logistics action.",r002,Playing Instrument,,334.2404609546634,Bad,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Task Operation,2,,6,3568,,no,0,0.0,0,#C C operates the game pad with both hands. #unsure,operates game pad with both hands,Core manual task involving high hand activity.,r002,Playing Instrument,,563.9310909546634,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Object Transfer,2,,8,2244,,no,0,0.0,0,#C C places the cup on the table with his left hand.,places cup on table with his left hand,Logistics action of placing an object.,r002,Playing Instrument,,861.9893209546634,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Object Transfer,2,Stationary,5,5128,,no,0,0.0,0,#C C places his left hand on the game pad.,places his left hand on game pad,"The action involves placing a hand on an object, which is a logistics step.",r002,Playing Instrument,,863.1272609546634,Bad,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Task Operation,2,,5,5212,,no,0,0.0,0,#C C presses the game pad with both hands.,presses game pad with both hands,Core task involving high hand activity.,r002,Playing Instrument,,877.7064509546634,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Object Transfer,2,,3,9568,,no,0,0.0,0,#C C carries the cup with his left hand.,carries cup with his left hand,Logistics of moving an object (cup) from one place to another.,r002,Playing Instrument,Locomotion,2257.398640954664,Gold,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,no
Stationary,2,Task Operation,8,1973,watchlist_verb,yes,0,0.0,0,#C C adjusts the camera with his left hand.,adjusts camera with his left hand,Adjusting the camera is a fine motor task with minimal body movement.,r002,Playing Instrument,,2766.6611609546635,Bad,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,yes
Object Transfer,2,Task Operation,3,8583,watchlist_verb,yes,0,0.0,0,#C C adjusts the camera with his right hand.,adjusts camera with his right hand,Logistics step involving picking up or moving an object (the camera).,r002,Playing Instrument,,3454.9134509546634,Bad,c9d5c48b-8a81-4f89-ad66-e8fd0f949506,yes
Task Operation,2,,6,3395,,no,0,0.0,0,#C C drives a nail in the wooden frame with the power nail gun in his right hand.,drives nail in wooden frame with power nail gun in his right hand,Core task involving high hand activity with a tool.,r002,Carpentry,,4.911,Gold,cd782861-d8d9-4eae-b642-bb4521b19e3d,no
Task Operation,2,,7,2621,,no,0,0.0,0,#C C drives a nail in the piece of wood on the wooden frame with the power nail gun in his right hand.,drives nail in piece of wood on wooden frame with power nail gun in his right hand,Core manual task involving high hand activity.,r002,Carpentry,,112.57246,Gold,cd782861-d8d9-4eae-b642-bb4521b19e3d,no
Task Operation,2,Object Transfer,5,4157,watchlist_verb,yes,0,0.0,0,#C C adjusts the piece of wood on the wooden frame with his left hand.,adjusts piece of wood on wooden frame with his left hand,"Core task involving fine manual adjustments, high hand activity.",r002,Carpentry,,124.63096,Bad,cd782861-d8d9-4eae-b642-bb4521b19e3d,yes
Object Transfer,2,,4,7510,,no,0,0.0,0,#C C pulls the drawer out,pulls drawer out,Logistics step involving drawer manipulation.,r002,Cooking,,7.2251586,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Object Transfer,2,,4,6063,watchlist_verb,yes,0,0.0,0,#C C moves the bottle of soap,moves bottle of soap,Logistics step involving moving an object.,r002,Cooking,,70.0301486,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,yes
Stationary,2,,4,5847,watchlist_verb,yes,0,0.0,0,#C C adjusts heat on the cooker,adjusts heat on cooker,"Low body/hand motion, mostly fine hand adjustments.",r002,Cooking,,330.27135864583335,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,yes
Object Transfer,2,,4,6237,,no,0,0.0,0,#C C adds salt to the food,adds salt to food,Logistics step of transferring salt to the food.,r002,Cooking,,500.1596386458333,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Task Operation,2,Object Transfer,3,11947,,no,0,0.0,0,#C C pours water in a jug.,pours water in jug,Core task involving high hand activity.,r002,Cooking,,752.2880476136719,Bad,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Object Transfer,2,,3,11802,,no,0,0.0,0,#C C places a sieve on the bowl.,places sieve on bowl,Logistics step involving placing an object.,r002,Cooking,,818.7461176136719,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Object Transfer,2,,7,2969,,no,0,0.0,0,#C C puts the sponge aside,puts sponge aside,Logistics step involving picking up and putting down the sponge.,r002,Cooking,,1007.5505510414064,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Object Transfer,2,,4,7866,,no,0,0.0,0,#C C puts the trash in the dust bin,puts trash in dust bin,Logistics step involving picking up and placing an object.,r002,Cooking,,1035.6088910414064,Gold,d1d1b6da-e7f8-48e7-9ee4-d8382582695a,no
Object Transfer,2,,3,9124,watchlist_verb,yes,0,0.0,0,#C C moves a paper on the desk,moves paper on desk,"The action involves moving an object (paper) on the desk, which is a logistics step.",r002,Walking Outdoors,,141.5041996,Gold,d51cd3c2-dc8a-42ad-90c7-a130f6481b7d,yes
Object Transfer,2,,8,2194,,no,0,0.0,0,#C C picks the coat,picks coat,Logistics step involving picking up an object.,r002,Cleaning,,711.9605,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Stationary,2,,3,10795,,no,0,0.0,0,#O A man Y sits,man y sits,"Low body/hand motion, indicative of sitting.",r002,Cleaning,,729.72063,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Stationary,2,,4,5961,watchlist_verb,yes,0,0.0,0,#C C holds the mask,holds mask,Holding an object without movement.,r002,Cleaning,,737.03156,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Stationary,2,,12,919,watchlist_verb,yes,0,0.0,0,#C C holds gloves,holds gloves,"Low body/hand motion, holding an object without movement.",r002,Cleaning,,810.27426,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Object Transfer,2,,11,1193,,no,0,0.0,0,#C C picks a glass tube from the counter,picks glass tube from counter,Logistics step involving picking up an object.,r002,Cleaning,,936.49762,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,6,3723,,no,0,0.0,0,#C C places the glass tube on the weighing machine,places glass tube on weighing machine,Logistics step involving placing an object.,r002,Cleaning,,951.06135,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,16,574,,no,0,0.0,0,#C C places the glass tube on the counter,places glass tube on counter,Logistics step involving the placement of an object.,r002,Cleaning,,953.37784,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,4,6160,watchlist_verb,yes,0,0.0,0,#C C opens the pen,opens pen,Opening an object is a logistics step involving short bursts of hand acceleration.,r002,Cleaning,,1142.27028,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Object Transfer,2,,3,11699,,no,0,0.0,0,#C C places the glass tubes on the counter,places glass tubes on counter,Logistics step involving picking up and placing objects.,r002,Cleaning,,1170.15422,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,Task Operation,10,1540,,no,0,0.0,0,#C C takes a liquid from the bottle with the pipette,takes liquid from bottle with pipette,"Logistics step, transferring liquid from bottle to pipette.",r002,Cleaning,,1278.4284,Bad,d8217a15-4527-4557-94c5-df4eb78b748a,no
Task Operation,2,,4,7719,,no,0,0.0,0,#C C puts a liquid inside the glass tube with a pipette,puts liquid inside glass tube with pipette,Core task involving precise hand movements.,r002,Cleaning,,1283.39857,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Task Operation,2,,3,9431,,no,0,0.0,0,#C C adds the liquid into the glass tube using a pipette,adds liquid into glass tube using pipette,Core task involving precise hand movements.,r002,Cleaning,,1349.01904,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Task Operation,2,,8,2045,,no,0,0.0,0,#C C adds a liquid in the glass tube,adds liquid in glass tube,"Core manual task involving adding a liquid, high hand activity.",r002,Cleaning,,1366.35592,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,3,11756,,no,0,0.0,0,#C C places the paper on the weighing machine,places paper on weighing machine,Logistics action involving picking up and placing an object.,r002,Cleaning,,1523.34112,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,6,3844,,no,0,0.0,0,#C C puts #unsure in the bottle,puts in bottle,Logistics step involving picking up and putting down an object.,r002,Cleaning,,1541.81603,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Stationary,2,,5,4147,watchlist_verb,yes,0,0.0,0,#C C adjusts the gloves,adjusts gloves,"Adjusting gloves is a low-energy, stationary activity.",r002,Cleaning,,1801.90769,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Object Transfer,2,,10,1373,,no,0,0.0,0,#C C covers the container with the lid,covers container with lid,Logistics step involving picking up and placing the lid on the container.,r002,Cleaning,,1911.83664,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,4,8478,,no,0,0.0,0,#C C wears the glove,wears glove,Logistics step of putting on a glove.,r002,Cleaning,,1953.10541,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Object Transfer,2,,18,431,watchlist_verb,yes,0,0.0,0,#C C opens a case,opens case,Logistics step involving opening a case.,r002,Cleaning,,2020.5506,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Stationary,2,Object Transfer,9,1577,watchlist_verb,yes,0,0.0,0,#C C closes the case,closes case,"Low body/hand motion, likely involves minimal movement.",r002,Cleaning,,2025.44558,Bad,d8217a15-4527-4557-94c5-df4eb78b748a,yes
Search,2,Stationary,8,2130,,no,0,0.0,0,#C C looks at the tube,looks at tube,"Head movement (visual search), hands mostly still.",r002,Cleaning,,2827.14698,Bad,d8217a15-4527-4557-94c5-df4eb78b748a,no
Locomotion,2,Object Transfer,5,4533,,no,0,0.0,0,#C C drags a chair on the floor,drags chair on floor,"Body moving through space, high body acceleration.",r002,Cleaning,,2834.27143,Bad,d8217a15-4527-4557-94c5-df4eb78b748a,no
Stationary,2,,3,10755,,no,0,0.0,0,#O A man X sits on the chair,man x sits on chair,The action describes a seated position with minimal movement.,r002,Cleaning,,3617.29888,Gold,d8217a15-4527-4557-94c5-df4eb78b748a,no
Search,2,Object Transfer,4,6734,,no,0,0.0,0,#C C lifts the phone up,lifts phone up,"Head movement (lifting phone), hands engaged in a specific task like checking notifications or messages.",r002,Walking Outdoors,,2188.41268,Bad,d84b7316-6db7-49f3-be95-49121c5a68d7,no
Search,2,Task Operation,4,8269,,no,1,1.0,1,#C C takes a picture,takes picture,Head and hand movement focused on capturing a specific view or moment.,r002,Walking Outdoors,,3699.109936666666,Bad,d84b7316-6db7-49f3-be95-49121c5a68d7,no
Stationary,2,,4,8204,,no,0,0.0,0,#C C stops filing the wood.,stops filing wood,"The action indicates a pause in activity, suggesting low body and hand motion.",r002,Carpentry,,19.0981896,Gold,d978d448-478c-40a9-b160-e56bade3a562,no
Task Operation,2,,3,10151,,no,0,0.0,0,#C C files the wood with his right hand with the wood filer.,files wood with his right hand with wood filer,Core manual task with high hand activity.,r002,Carpentry,,19.5960996,Gold,d978d448-478c-40a9-b160-e56bade3a562,no
Locomotion,2,Task Operation,8,2069,,no,0,0.0,0,#c c continues using a vacuum cleaner to clean the floor,continues using vacuum cleaner to clean floor,Body moving through space while using a vacuum cleaner.,r002,Cleaning,,26.6814786,Bad,d98901fb-305a-4e96-a6a6-41fc02295648,no
Locomotion,2,Object Transfer,4,7525,,no,0,0.0,0,#c c pulls a vacuum cleaner machine,pulls vacuum cleaner machine,Body moving through space with a heavy object (vacuum cleaner).,r002,Cleaning,,302.450390300606,Bad,d98901fb-305a-4e96-a6a6-41fc02295648,no
Locomotion,2,Task Operation,3,9652,,no,0,0.0,0,#C C cleans a room using vacuum cleaner,cleans room using vacuum cleaner,Movement through space while performing a task with a tool (vacuum cleaner).,r002,Cleaning,,579.9381213465821,Bad,d98901fb-305a-4e96-a6a6-41fc02295648,no
Search,2,Task Operation,6,4029,,no,0,0.0,0,#C C takes Person A a photo,takes person photo,"Head movement (aiming camera), hands mostly still.",r002,Desk Work,,392.3628909546634,Bad,d9b4c3ac-7b2c-4454-a84f-c216a9129909,no
Stationary,2,,3,10944,,no,0,0.0,0,#O Person A makes herself,person makes herself,"Low body/hand motion, likely involves setting up or organizing which is a stationary activity.",r002,Desk Work,,441.8820209546634,Skip,d9b4c3ac-7b2c-4454-a84f-c216a9129909,no
Locomotion,2,,3,10800,,no,0,0.0,0,#O man Y walks along the pavement,man y walks along pavement,Body moving through space (walking).,r002,Walking Outdoors,,36.66813,Gold,dc266fb8-d459-450f-aca8-b8be6c6b0dc2,no
Object Transfer,2,,13,822,,no,0,0.0,0,#C C drops card on the table with right hand.,drops card on table with right hand,Refined via regex fallback,r002,Playing Instrument,,47.1608096,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,Stationary,4,6882,,no,0,0.0,0,#O The man X stretches his right hand towards B.,man x stretches his right hand towards b,"The action involves moving towards an object, which is a logistics step.",r002,Playing Instrument,,56.1400596,Bad,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,,3,10746,,no,0,0.0,0,#O The man X receives a card from B with his right hand.,man x receives card from b with his right hand,"The action involves picking up an object (receiving a card), which corresponds to a logistics step.",r002,Playing Instrument,,75.21429959999999,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,,3,10576,,no,0,0.0,0,#O The man A drops card on the table with right hand.,man drops card on table with right hand,Refined via regex fallback,r002,Playing Instrument,,96.0520096,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,,16,565,,no,0,0.0,0,#O The man X drops card on the table with right hand.,man x drops card on table with right hand,Refined via regex fallback,r002,Playing Instrument,,134.1230396,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Task Operation,2,Stationary,5,4796,,no,1,1.0,1,#C The man X interacts with C.,man x interacts with,"Core manual task involving hands, high hand activity.",r002,Playing Instrument,,232.6108896,Bad,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,,4,7425,,no,0,0.0,0,#O player X places a card on the table with his right hand.,player x places card on table with his right hand,"Logistics step, placing an object.",r002,Playing Instrument,,557.9612909546634,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,,3,11841,,no,0,0.0,0,#O player X passes a card to player W with his right hand.,player x passes card to player w with his right hand,"The action involves passing an object, which is a logistics step.",r002,Playing Instrument,,587.4476209546634,Gold,dc58cd89-810e-455d-b51e-1b66ce022edd,no
Object Transfer,2,Task Operation,3,10247,,no,0,0.0,0,#C C grabs a motorcycle's brake caliper with his left hand,grabs motorcycle s brake caliper with his left hand,"The action involves picking up an object, which is a logistics step.",r002,Mechanical Repair,,34.62186,Bad,e739f98c-a5f6-454f-a0b9-8f2fd024c1cf,no
Object Transfer,2,,3,11279,,no,0,0.0,0,#C C picks the onion from the bowl,picks onion from bowl,Logistics step involving picking up an object.,r002,Cleaning,,88.6948396,Gold,e75caa1f-8658-432c-b559-f6a1f3fc409c,no
